   depth (m)           Eu            Ed             E            R*           Eou           Eod     meancosUP    meancosDown      meancos            rd            rup            Ld            Lu
  1.80000031    0.00013640    0.04258052    0.04244411    0.00320344    0.00030868    0.05676006    0.44190094    0.75018442    0.74373662    1.45827115    5.28122473    0.00146858    0.00005269
  1.90000033    0.00013256    0.03725566    0.03712310    0.00355804    0.00028631    0.04965080    0.46297923    0.75035357    0.74339694    1.44738579    5.20617867    0.00137830    0.00005561
  2.00000024    0.00013130    0.03259726    0.03246595    0.00402807    0.00027150    0.04343110    0.48363027    0.75055116    0.74288392    1.46815693    4.42096853    0.00129287    0.00005887
  2.10000014    0.00013202    0.02852064    0.02838862    0.00462896    0.00025899    0.03798861    0.50975025    0.75076807    0.74223262    1.46118832    4.31736183    0.00120911    0.00006258
  2.20000005    0.00013496    0.02495611    0.02482114    0.00540809    0.00025148    0.03322799    0.53668195    0.75105691    0.74138409    1.46503389    3.94198370    0.00112471    0.00006692
  2.29999995    0.00014074    0.02183771    0.02169697    0.00644463    0.00025034    0.02906415    0.56218010    0.75136238    0.74014503    1.47861540    3.63464475    0.00104552    0.00007245
  2.39999986    0.00014875    0.01910987    0.01896112    0.00778393    0.00025230    0.02542402    0.58957148    0.75164640    0.73846722    1.47005963    2.94616723    0.00097230    0.00007768
  2.49999976    0.00015907    0.01672422    0.01656515    0.00951124    0.00025937    0.02223853    0.61329395    0.75203776    0.73629761    1.46108007    3.38804460    0.00090184    0.00008444
  2.59999967    0.00017268    0.01463805    0.01446537    0.01179645    0.00027263    0.01945358    0.63336998    0.75246066    0.73330736    1.45997250    2.62744474    0.00083443    0.00009238
  2.69999957    0.00018932    0.01281108    0.01262175    0.01477799    0.00028996    0.01701763    0.65293545    0.75281203    0.72926146    1.45168293    3.07396173    0.00077169    0.00010111
  2.79999948    0.00020943    0.01121352    0.01100410    0.01867637    0.00031392    0.01488803    0.66713548    0.75319064    0.72386080    1.44125438    2.29061937    0.00071172    0.00011078
  2.89999938    0.00023365    0.00981454    0.00958089    0.02380640    0.00034501    0.01302184    0.67723250    0.75369883    0.71676570    1.46205938    2.27668643    0.00065787    0.00012158
  2.99999928    0.00026221    0.00859085    0.00832864    0.03052225    0.00038436    0.01139137    0.68221074    0.75415426    0.70727175    1.49349368    2.23473620    0.00060740    0.00013377
  3.09999919    0.00029674    0.00752155    0.00722480    0.03945238    0.00043267    0.00996673    0.68584096    0.75466573    0.69473302    1.45449209    2.10445070    0.00055784    0.00014762
  3.19999909    0.00033765    0.00658512    0.00624747    0.05127456    0.00049332    0.00872091    0.68443924    0.75509501    0.67802358    1.45087051    2.01927257    0.00051368    0.00016297
  3.29999900    0.00038525    0.00576474    0.00537948    0.06682958    0.00056632    0.00762974    0.68027633    0.75556105    0.65634930    1.46287894    2.16908360    0.00046939    0.00017923
  3.39999890    0.00044206    0.00504956    0.00460749    0.08754507    0.00065702    0.00667949    0.67283434    0.75598007    0.62802321    1.42578530    2.16751981    0.00043064    0.00019836
  3.49999881    0.00050929    0.00442304    0.00391375    0.11514566    0.00076876    0.00584686    0.66248834    0.75648135    0.59159189    1.49474227    2.13823652    0.00039429    0.00022007
  3.59999871    0.00059004    0.00387515    0.00328511    0.15226290    0.00091160    0.00511871    0.64726299    0.75705653    0.54476690    1.46190941    2.20143676    0.00036236    0.00024291
  3.69999862    0.00068707    0.00339604    0.00270897    0.20231488    0.00109414    0.00448311    0.62795144    0.75751787    0.48571715    1.48287153    2.44978356    0.00033119    0.00026892
  3.79999852    0.00080520    0.00297656    0.00217136    0.27051470    0.00133858    0.00392803    0.60153711    0.75777406    0.41228756    1.46919215    2.63814759    0.00030368    0.00029761
  3.89999843    0.00095137    0.00261027    0.00165891    0.36447003    0.00168578    0.00344370    0.56434935    0.75798500    0.32340667    1.49966860    3.20087719    0.00027842    0.00032995
  3.99999833    0.00114342    0.00228887    0.00114545    0.49955699    0.00227647    0.00302243    0.50227791    0.75729311    0.21616705    0.00000000      Infinity    0.00025536    0.00036523
  4.00000000    0.00114342    0.00228886    0.00114544    0.49955985    0.00227648    0.00302244    0.50227791    0.75729048    0.21616484    0.00000000    0.00000000    0.00025536    0.00036523
 * The above water reflectance is actually an albedo calculation
   depth (m)           Eu            Ed             E            R*           Eou           Eod     meancosUP    meancosDown      meancos            rd            rup            Ld            Lu
  0.00000000    0.04638296    0.49999994    0.45361698    0.09276593    0.08880972    0.95694041    0.52227348    0.52249849    0.43377185    0.00000000    0.00000000    0.00000000    0.00435899
  0.00000000    0.04007985    0.49369684    0.45361698    0.08118313    0.09826338    0.69647294    0.40788189    0.70885289    0.57077670    2.07876611    5.21294117    0.00016986    0.00803012
  0.10000000    0.03553846    0.41347378    0.37793532    0.08595094    0.09059948    0.62180167    0.39225897    0.66496086    0.53050911    2.29671454    5.42414427    0.02114072    0.00681937
  0.20000000    0.03027750    0.34203723    0.31175974    0.08852106    0.07874362    0.53176475    0.38450733    0.64321154    0.51065594    2.41630864    5.54138184    0.03467557    0.00567295
  0.30000001    0.02522315    0.28101540    0.25579226    0.08975718    0.06629489    0.44436067    0.38046899    0.63240385    0.50090957    2.47996736    5.59692383    0.04228452    0.00466892
  0.40000001    0.02075015    0.23007572    0.20932557    0.09018835    0.05482907    0.36642683    0.37845159    0.62788993    0.49690834    2.51391792    5.63326931    0.04551071    0.00381865
  0.50000000    0.01695630    0.18809727    0.17114097    0.09014645    0.04494156    0.29994446    0.37729672    0.62710696    0.49622473    2.52721572    5.64859247    0.04569641    0.00312397
  0.60000002    0.01380708    0.15375745    0.13995038    0.08979779    0.03661628    0.24460365    0.37707490    0.62859833    0.49765456    2.52806997    5.65144491    0.04382079    0.00254236
  0.70000005    0.01123299    0.12577428    0.11454128    0.08931074    0.02975993    0.19926810    0.37745360    0.63118118    0.50011909    2.52195930    5.64886379    0.04074930    0.00207239
  0.80000007    0.00914008    0.10298679    0.09384671    0.08875000    0.02420113    0.16231684    0.37767154    0.63448000    0.50315106    2.51276731    5.64344358    0.03695839    0.00170062
  0.90000010    0.00744492    0.08442643    0.07698151    0.08818236    0.01966492    0.13234301    0.37858906    0.63793647    0.50643092    2.50044060    5.63165903    0.03296351    0.00139159
  1.00000012    0.00607829    0.06930708    0.06322879    0.08770084    0.01603610    0.10807803    0.37903777    0.64126891    0.50944066    2.48663998    5.61665916    0.02901161    0.00113600
  1.10000014    0.00496903    0.05696288    0.05199385    0.08723285    0.01307981    0.08838852    0.37990114    0.64446020    0.51241457    2.47615290    5.60746717    0.02524590    0.00093339
  1.20000017    0.00406791    0.04686888    0.04280097    0.08679344    0.01069564    0.07241017    0.38033351    0.64726925    0.51501769    2.46218562    5.59848690    0.02178352    0.00076633
  1.30000019    0.00333796    0.03860503    0.03526707    0.08646427    0.00876168    0.05940378    0.38097206    0.64987487    0.51737446    2.44961739    5.56646538    0.01868710    0.00062789
  1.40000021    0.00274091    0.03182706    0.02908616    0.08611871    0.00718566    0.04880464    0.38144097    0.65213186    0.51948559    2.44676185    5.59270000    0.01593163    0.00051818
  1.50000024    0.00225501    0.02626053    0.02400552    0.08587073    0.00591390    0.04015839    0.38130701    0.65392381    0.52104026    2.44087911    5.58642769    0.01350202    0.00043154
  1.60000026    0.00185872    0.02168123    0.01982251    0.08572957    0.00487137    0.03307861    0.38156039    0.65544575    0.52233255    2.43579960    5.57059479    0.01141774    0.00035367
  1.70000029    0.00153148    0.01790671    0.01637523    0.08552547    0.00400963    0.02725205    0.38195065    0.65707767    0.52381170    2.43028378    5.56667328    0.00960745    0.00029156
  1.80000031    0.00126266    0.01479657    0.01353391    0.08533436    0.00329722    0.02248177    0.38294560    0.65815848    0.52499777    2.42240286    5.56251717    0.00807603    0.00024024
  1.90000033    0.00104158    0.01223303    0.01119145    0.08514459    0.00271751    0.01855088    0.38328332    0.65943104    0.52620107    2.41521120    5.55168295    0.00675981    0.00019805
  2.00000024    0.00086166    0.01011676    0.00925510    0.08517174    0.00224401    0.01532172    0.38398296    0.66028851    0.52688354    2.41524839    5.54209328    0.00565033    0.00016416
  2.10000014    0.00071288    0.00836898    0.00765610    0.08518114    0.00185691    0.01266578    0.38390681    0.66075486    0.52718180    2.41788340    5.55078983    0.00472318    0.00013689
  2.20000005    0.00059055    0.00692483    0.00633428    0.08527981    0.00153685    0.01046534    0.38425973    0.66169125    0.52776027    2.40714526    5.52966452    0.00393935    0.00011455
  2.29999995    0.00048978    0.00573201    0.00524223    0.08544659    0.00127565    0.00865871    0.38394478    0.66199416    0.52768683    2.41618276    5.54130268    0.00328474    0.00009615
  2.39999986    0.00040600    0.00474473    0.00433873    0.08556864    0.00105354    0.00716526    0.38536733    0.66218543    0.52790314    2.40737104    5.52465057    0.00273247    0.00008024
  2.49999976    0.00033709    0.00392622    0.00358913    0.08585691    0.00087287    0.00592310    0.38619071    0.66286600    0.52812618    2.39882421    5.51028919    0.00226954    0.00006781
  2.59999967    0.00028093    0.00324988    0.00296895    0.08644196    0.00072610    0.00489951    0.38689759    0.66330701    0.52775675    2.40072060    5.51467705    0.00189156    0.00005551
  2.69999957    0.00023464    0.00269108    0.00245643    0.08719375    0.00060373    0.00406000    0.38866121    0.66282666    0.52670997    2.41166019    5.49849510    0.00156857    0.00004823
  2.79999948    0.00019725    0.00222710    0.00202985    0.08856728    0.00050406    0.00335922    0.39132053    0.66298002    0.52542126    2.40642858    5.40096760    0.00130563    0.00003980
  2.89999938    0.00016691    0.00184358    0.00167667    0.09053729    0.00042412    0.00277952    0.39355421    0.66327351    0.52336431    2.40471697    5.42390585    0.00108219    0.00003463
  2.99999928    0.00014201    0.00152802    0.00138601    0.09293655    0.00035446    0.00230343    0.40063554    0.66336662    0.52147019    2.39862347    5.38134623    0.00090377    0.00003118
  3.09999919    0.00012293    0.00126620    0.00114327    0.09708268    0.00030306    0.00191125    0.40561661    0.66249645    0.51631033    2.42910862    5.26425505    0.00074574    0.00002869
  3.19999909    0.00010760    0.00104870    0.00094110    0.10260770    0.00025809    0.00157910    0.41693220    0.66411304    0.51224840    2.40439630    5.17736530    0.00061888    0.00002764
  3.29999900    0.00009683    0.00086957    0.00077274    0.11135210    0.00022604    0.00131128    0.42836112    0.66314256    0.50265151    2.40575719    4.96044350    0.00051216    0.00002644
  3.39999890    0.00008960    0.00072054    0.00063093    0.12435569    0.00020298    0.00108639    0.44142708    0.66324264    0.48933527    2.40208173    4.70738316    0.00042292    0.00002650
  3.49999881    0.00008538    0.00059801    0.00051263    0.14276733    0.00018548    0.00090255    0.46030474    0.66257364    0.47115597    2.44959307    4.56856489    0.00035077    0.00002637
  3.59999871    0.00008488    0.00049663    0.00041175    0.17091632    0.00017692    0.00075125    0.47976476    0.66107011    0.44360954    2.47534156    4.25964212    0.00029292    0.00002781
  3.69999862    0.00008741    0.00041310    0.00032569    0.21160202    0.00017530    0.00062860    0.49865043    0.65717357    0.40513408    2.48995924    4.01218462    0.00024035    0.00002923
  3.79999852    0.00009351    0.00034410    0.00025059    0.27174288    0.00018070    0.00052454    0.51746404    0.65600419    0.35532984    2.52844501    3.71829772    0.00020126    0.00003169
  3.89999843    0.00010383    0.00028768    0.00018385    0.36092508    0.00019798    0.00044174    0.52445054    0.65125096    0.28739223    2.58587098    3.60172963    0.00016826    0.00003446
  3.99999833    0.00012081    0.00024186    0.00012105    0.49950591    0.00024096    0.00037733    0.50138021    0.64098245    0.19578336      Infinity           NaN    0.00013955    0.00003775
  4.00000000    0.00012081    0.00024186    0.00012105    0.49951211    0.00024095    0.00037731    0.50138849    0.64101720    0.19578771    0.00000000           NaN    0.00013955    0.00003775
 * The above water reflectance is actually an albedo calculation
