   depth (m)           Eu            Ed             E            R*           Eou           Eod     meancosUP    meancosDown      meancos            rd            rup            Ld            Lu
    0.400000      0.034540      0.073386      0.038847      0.470654      0.073792      0.131239      0.468065      0.559183      0.189468      0.998661      0.998780      0.027031      0.009798
    0.500000      0.020354      0.043293      0.022939      0.470138      0.043395      0.077086      0.469031      0.561615      0.190396      0.998547      0.998718      0.017000      0.005784
    0.600000      0.012025      0.025590      0.013566      0.469886      0.025635      0.045507      0.469072      0.562332      0.190685      0.998923      0.999408      0.010378      0.003422
    0.700000      0.007122      0.015157      0.008035      0.469898      0.015200      0.026934      0.468556      0.562738      0.190692      0.999678      0.998707      0.006241      0.002027
    0.800000      0.004212      0.008970      0.004758      0.469564      0.008988      0.015924      0.468630      0.563319      0.190998      1.000451      0.998919      0.003720      0.001193
    0.900000      0.002494      0.005312      0.002817      0.469598      0.005324      0.009435      0.468510      0.562974      0.190888      1.000250      1.000670      0.002217      0.000711
    1.000000      0.001475      0.003142      0.001667      0.469437      0.003145      0.005578      0.469005      0.563382      0.191131      0.997626      0.999915      0.001331      0.000430
    1.100000      0.000876      0.001865      0.000989      0.469834      0.001873      0.003311      0.467831      0.563316      0.190742      1.002088      0.998583      0.000784      0.000251
    1.200000      0.000515      0.001103      0.000588      0.467087      0.001100      0.001951      0.468394      0.565214      0.192634      0.997357      0.999861      0.000463      0.000150
    1.300000      0.000307      0.000655      0.000348      0.468374      0.000654      0.001157      0.469486      0.566340      0.192384      0.997409      0.996637      0.000272      0.000083
    1.400000      0.000182      0.000390      0.000207      0.468032      0.000390      0.000687      0.467724      0.566898      0.192418      1.000840      1.003161      0.000166      0.000047
    1.500000      0.000109      0.000232      0.000123      0.470000      0.000233      0.000413      0.467250      0.561422      0.190164      0.998788      0.997495      0.000097      0.000033
    1.600000      0.000064      0.000137      0.000073      0.464901      0.000136      0.000242      0.468536      0.567376      0.194246      0.998113      0.998057      0.000057      0.000017
    1.700000      0.000038      0.000082      0.000044      0.462923      0.000081      0.000145      0.467250      0.566232      0.194819      0.996584      0.992834      0.000031      0.000009
    1.800000      0.000023      0.000049      0.000026      0.470941      0.000050      0.000089      0.460615      0.554728      0.187271      1.023041      1.020346      0.000017      0.000006
    1.900000      0.000014      0.000029      0.000015      0.472411      0.000029      0.000051      0.470543      0.571165      0.191518      0.987988      0.969827      0.000012      0.000005
    2.000000      0.000008      0.000017      0.000009      0.464430      0.000017      0.000030      0.465766      0.567762      0.194157      1.026512      0.979887      0.000007      0.000002
    2.100000      0.000005      0.000010      0.000005      0.457384      0.000010      0.000017      0.456279      0.581946      0.199433      1.008681      1.071181      0.000005      0.000002
    2.200000      0.000003      0.000006      0.000003      0.468931      0.000006      0.000011      0.485535      0.573212      0.195940      1.011176      1.014381      0.000003      0.000001
    2.300000      0.000002      0.000004      0.000002      0.447109      0.000003      0.000006      0.512868      0.568808      0.210237      0.989866      0.986429      0.000002      0.000000
    2.400000      0.000001      0.000002      0.000001      0.482993      0.000003      0.000004      0.424588      0.503219      0.165455      1.028056      1.037170      0.000001      0.000000
    2.500000      0.000001      0.000001      0.000001      0.458824      0.000001      0.000002      0.457770      0.609989      0.204861      1.135253      1.048577      0.000000      0.000000
    2.600000      0.000000      0.000001      0.000000      0.423611      0.000001      0.000001      0.567299      0.661127      0.255120      0.878303      0.878516      0.000000      0.000000
    2.700000      0.000000      0.000000      0.000000      0.376471      0.000000      0.000001      0.469664      0.605923      0.254300      0.915925      0.885329      0.000000      0.000000
    2.799999      0.000000      0.000000      0.000000      0.421875      0.000000      0.000001      0.521971      0.599420      0.233443      0.962963      1.056911      0.000000      0.000000
    2.899999      0.000000      0.000000      0.000000      0.446808      0.000000      0.000000      0.648520      0.594316      0.233259      1.133333      0.906667      0.000000      0.000000
    2.999999      0.000000      0.000000      0.000000      0.470588      0.000000      0.000000      0.235443      0.650411      0.149711      1.451389      0.814815      0.000000      0.000000
    3.099999      0.000000      0.000000      0.000000      0.058824      0.000000      0.000000      0.953717      0.770187      0.692009      1.333333      4.000000      0.000000      0.000000
    3.199999      0.000000      0.000000      0.000000      0.263158      0.000000      0.000000      0.556225      0.545435      0.319461      0.666667      2.000000      0.000000      0.000000
    3.299999      0.000000      0.000000      0.000000      0.277778      0.000000      0.000000      0.704665      0.529947      0.316600      1.571429      1.375000      0.000000      0.000000
    3.399999      0.000000      0.000000      0.000000      0.200000      0.000000      0.000000      0.511288      0.745243      0.461624      4.500000      3.000000      0.000000      0.000000
    3.499999      0.000000      0.000000      0.000000      0.083333      0.000000      0.000000      0.130526      0.317080      0.241723      1.000000      0.000000      0.000000      0.000000
    3.599999      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.737277      0.737277      0.000000      0.000000      0.000000      0.000000
    3.699999      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.737277      0.737277      0.000000      0.000000      0.000000      0.000000
    3.799999      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.737277      0.737277      0.000000      0.000000      0.000000      0.000000
    3.899998      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.737277      0.737277      0.000000      0.000000      0.000000      0.000000
    3.999998      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.737277      0.737277      0.000000      0.000000      0.000000      0.000000
  100.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.737277      0.737277      0.000000      0.000000      0.000000      0.000000
 * The above water reflectance is actually an albedo calculation
