   depth (m)           Eu            Ed             E            R*           Eou           Eod     meancosUP    meancosDown      meancos            rd            rup            Ld            Lu
  1.60000026    0.00174495    0.04150500    0.03976005    0.04204182    0.00383588    0.05733531    0.45490080    0.72389948    0.64998007    0.99929625    1.00538170    0.00284025    0.00050252
  1.70000029    0.00149719    0.03560026    0.03410306    0.04205570    0.00329641    0.04915895    0.45418921    0.72418660    0.65013492    1.00033700    1.00709927    0.00262906    0.00043131
  1.80000031    0.00128384    0.03053671    0.02925286    0.04204264    0.00282709    0.04215087    0.45412132    0.72446215    0.65038222    1.00033951    1.00380123    0.00242222    0.00037142
  1.90000033    0.00110080    0.02619725    0.02509644    0.04201987    0.00242244    0.03614552    0.45442000    0.72477168    0.65070701    0.99846965    1.00999391    0.00222969    0.00031883
  2.00000024    0.00094461    0.02247752    0.02153292    0.04202446    0.00207806    0.03099922    0.45456168    0.72509974    0.65098828    0.99920166    0.99496901    0.00204424    0.00027211
  2.10000014    0.00080986    0.01928361    0.01847376    0.04199710    0.00178203    0.02657993    0.45445743    0.72549522    0.65135688    0.99830818    1.00301600    0.00186973    0.00023395
  2.20000005    0.00069438    0.01654517    0.01585079    0.04196851    0.00152862    0.02279409    0.45424995    0.72585332    0.65168685    0.99931467    1.00579214    0.00170600    0.00019871
  2.29999995    0.00059510    0.01419940    0.01360430    0.04191013    0.00131044    0.01955024    0.45412228    0.72630340    0.65215075    0.99852246    0.99719405    0.00155623    0.00016954
  2.39999986    0.00051066    0.01218468    0.01167402    0.04191016    0.00112258    0.01676497    0.45490086    0.72679412    0.65263385    0.99969459    1.01088119    0.00141449    0.00014528
  2.49999976    0.00043800    0.01045994    0.01002194    0.04187384    0.00096301    0.01438397    0.45482266    0.72719455    0.65302408    1.00033534    1.00074196    0.00128346    0.00012428
  2.59999967    0.00037531    0.00897935    0.00860404    0.04179657    0.00082376    0.01233625    0.45559999    0.72788280    0.65380174    0.99719739    1.00053883    0.00116222    0.00010632
  2.69999957    0.00032234    0.00770942    0.00738708    0.04181119    0.00070819    0.01058366    0.45516163    0.72842681    0.65419596    0.99815792    1.00182045    0.00105245    0.00009097
  2.79999948    0.00027681    0.00661927    0.00634245    0.04181928    0.00060843    0.00907865    0.45496631    0.72910273    0.65473378    0.99915254    1.00420535    0.00095266    0.00007808
  2.89999938    0.00023823    0.00568598    0.00544775    0.04189797    0.00052267    0.00779373    0.45579454    0.72955823    0.65506077    0.99901503    0.99596775    0.00085999    0.00006743
  2.99999928    0.00020453    0.00488329    0.00467876    0.04188444    0.00044914    0.00668442    0.45538598    0.73054796    0.65587914    0.99971086    0.99696136    0.00077465    0.00005770
  3.09999919    0.00017564    0.00419533    0.00401969    0.04186488    0.00038554    0.00573755    0.45556158    0.73120564    0.65648097    1.00037897    1.00203860    0.00069697    0.00005030
  3.19999909    0.00015103    0.00360384    0.00345281    0.04190802    0.00033197    0.00492514    0.45495519    0.73172432    0.65678990    1.00164711    1.00558138    0.00062635    0.00004282
  3.29999900    0.00012963    0.00309608    0.00296645    0.04186843    0.00028447    0.00422683    0.45567879    0.73248255    0.65755981    1.00759983    0.98557609    0.00056252    0.00003656
  3.39999890    0.00011142    0.00266074    0.00254932    0.04187481    0.00024458    0.00362805    0.45554706    0.73338038    0.65829217    1.00497806    1.00579357    0.00050400    0.00003176
  3.49999881    0.00009577    0.00228625    0.00219048    0.04189047    0.00020988    0.00311269    0.45631653    0.73449177    0.65927070    0.99719524    0.99039173    0.00045174    0.00002758
  3.59999871    0.00008246    0.00196577    0.00188331    0.04194889    0.00018067    0.00267495    0.45641813    0.73488343    0.65951097    0.99810946    0.99444461    0.00040531    0.00002382
  3.69999862    0.00007039    0.00169064    0.00162025    0.04163685    0.00015440    0.00229806    0.45592192    0.73568177    0.66066313    0.99389189    0.99506128    0.00036461    0.00002038
  3.79999852    0.00006076    0.00145413    0.00139337    0.04178452    0.00013300    0.00197396    0.45684502    0.73665547    0.66131717    1.00487161    0.99965942    0.00032666    0.00001705
  3.89999843    0.00005217    0.00125094    0.00119877    0.04170384    0.00011402    0.00169630    0.45755664    0.73745352    0.66218984    1.00177205    1.00766277    0.00029182    0.00001467
  3.99999833    0.00004462    0.00107635    0.00103173    0.04145294    0.00009779    0.00145823    0.45628393    0.73812371    0.66306275    1.00032234    1.01399267    0.00026064    0.00001262
  4.09999847    0.00003827    0.00092656    0.00088829    0.04130125    0.00008316    0.00125370    0.46019360    0.73906076    0.66446352    1.00071228    1.01228392    0.00023248    0.00001081
  4.19999838    0.00003302    0.00079748    0.00076446    0.04141154    0.00007249    0.00107759    0.45558372    0.74006128    0.66469991    0.99753928    1.02352512    0.00020783    0.00000948
  4.29999828    0.00002844    0.00068611    0.00065767    0.04144968    0.00006190    0.00092582    0.45940623    0.74108404    0.66584533    1.00336266    0.97729635    0.00018548    0.00000803
  4.39999819    0.00002429    0.00059066    0.00056637    0.04112525    0.00005293    0.00079641    0.45889819    0.74165589    0.66683382    1.00084150    1.01210010    0.00016558    0.00000704
  4.49999809    0.00002112    0.00050868    0.00048756    0.04152676    0.00004615    0.00068484    0.45774323    0.74277729    0.66698706    0.99458861    1.02624679    0.00014705    0.00000589
  4.59999800    0.00001817    0.00043775    0.00041959    0.04150057    0.00003983    0.00058841    0.45611989    0.74396330    0.66787940    1.00016725    1.00645995    0.00013106    0.00000525
  4.69999790    0.00001565    0.00037703    0.00036138    0.04151394    0.00003401    0.00050624    0.46028122    0.74475920    0.66890943    1.01110065    0.94361371    0.00011686    0.00000437
  4.79999781    0.00001348    0.00032447    0.00031098    0.04155122    0.00002937    0.00043526    0.45907381    0.74546009    0.66932440    1.00012672    0.99813539    0.00010382    0.00000367
  4.89999771    0.00001156    0.00027955    0.00026800    0.04134443    0.00002504    0.00037430    0.46166205    0.74686819    0.67110187    0.98819548    0.95591456    0.00009321    0.00000324
  4.99999762    0.00000993    0.00024081    0.00023088    0.04123151    0.00002144    0.00032222    0.46305904    0.74735266    0.67183089    0.99171925    1.02330709    0.00008273    0.00000272
  5.09999752    0.00000854    0.00020752    0.00019898    0.04117616    0.00001855    0.00027703    0.46058702    0.74908763    0.67316276    1.01224220    1.04788244    0.00007373    0.00000254
  5.19999743    0.00000744    0.00017913    0.00017169    0.04152222    0.00001630    0.00023873    0.45642927    0.75034893    0.67323720    0.99597287    1.02595150    0.00006593    0.00000228
  5.29999733    0.00000630    0.00015449    0.00014819    0.04077908    0.00001367    0.00020543    0.46076405    0.75204527    0.67636013    1.00277674    0.94365591    0.00005852    0.00000185
  5.39999723    0.00000549    0.00013316    0.00012767    0.04121358    0.00001205    0.00017673    0.45533907    0.75347728    0.67630106    1.01440561    0.94849807    0.00005203    0.00000173
  5.49999714    0.00000469    0.00011497    0.00011028    0.04083567    0.00001020    0.00015269    0.46014905    0.75300074    0.67701042    1.00882745    1.01693583    0.00004636    0.00000142
  5.59999704    0.00000410    0.00009922    0.00009511    0.04135422    0.00000885    0.00013154    0.46348861    0.75423962    0.67745835    0.98587006    1.06314766    0.00004102    0.00000124
  5.69999695    0.00000354    0.00008571    0.00008217    0.04125684    0.00000763    0.00011354    0.46325055    0.75485855    0.67812681    0.99591035    0.93788606    0.00003671    0.00000107
  5.79999685    0.00000299    0.00007394    0.00007095    0.04043710    0.00000627    0.00009752    0.47665498    0.75818807    0.68356180    1.00722277    1.00207126    0.00003251    0.00000092
  5.89999676    0.00000260    0.00006398    0.00006137    0.04071585    0.00000570    0.00008428    0.45736530    0.75917667    0.68216300    1.02872574    0.98057258    0.00002886    0.00000070
  5.99999666    0.00000225    0.00005524    0.00005299    0.04080303    0.00000515    0.00007257    0.43765000    0.76119965    0.68175727    0.96014875    1.09156334    0.00002573    0.00000061
  6.09999657    0.00000196    0.00004766    0.00004570    0.04112463    0.00000436    0.00006279    0.44922361    0.75901377    0.68051428    1.00985420    0.94915253    0.00002272    0.00000061
  6.19999647    0.00000166    0.00004101    0.00003935    0.04045651    0.00000350    0.00005370    0.47354582    0.76363659    0.68786627    1.00633049    0.95677829    0.00001988    0.00000055
  6.29999638    0.00000140    0.00003552    0.00003412    0.03932774    0.00000295    0.00004660    0.47409740    0.76231974    0.68878317    1.00570893    1.11211574    0.00001749    0.00000048
  6.39999628    0.00000124    0.00003075    0.00002951    0.04038499    0.00000262    0.00004039    0.47417822    0.76138353    0.68614161    1.00727654    1.04983747    0.00001569    0.00000046
  6.49999619    0.00000108    0.00002658    0.00002549    0.04071342    0.00000236    0.00003482    0.45819846    0.76329988    0.68571573    0.92537844    1.14877748    0.00001411    0.00000035
  6.59999609    0.00000094    0.00002303    0.00002209    0.04098111    0.00000206    0.00003010    0.45829922    0.76533175    0.68695515    1.07091177    1.21994197    0.00001255    0.00000033
  6.69999599    0.00000081    0.00001997    0.00001915    0.04076318    0.00000177    0.00002597    0.46091548    0.76879275    0.69050568    0.97220844    1.14160836    0.00001129    0.00000029
  6.79999590    0.00000071    0.00001719    0.00001647    0.04160121    0.00000154    0.00002256    0.46379012    0.76200241    0.68357927    0.98742515    1.00882697    0.00001012    0.00000026
  6.89999580    0.00000064    0.00001489    0.00001425    0.04305192    0.00000141    0.00001936    0.45454288    0.76912969    0.68604052    0.97519952    1.14508057    0.00000891    0.00000022
  6.99999571    0.00000055    0.00001286    0.00001231    0.04277825    0.00000121    0.00001665    0.45601639    0.77237958    0.68938833    1.04522455    1.00291407    0.00000793    0.00000020
  7.09999561    0.00000046    0.00001117    0.00001071    0.04162564    0.00000104    0.00001443    0.44832769    0.77437478    0.69236153    1.07514262    0.87268519    0.00000705    0.00000018
  7.19999552    0.00000038    0.00000967    0.00000929    0.03968992    0.00000080    0.00001247    0.48080650    0.77565485    0.70004576    1.03787053    0.54752070    0.00000635    0.00000018
  7.29999542    0.00000035    0.00000842    0.00000808    0.04119183    0.00000077    0.00001082    0.44927016    0.77871937    0.69688630    1.03858221    0.80975312    0.00000566    0.00000014
  7.39999533    0.00000030    0.00000727    0.00000697    0.04139733    0.00000065    0.00000935    0.46143314    0.77758074    0.69678313    1.02448714    1.19090903    0.00000503    0.00000014
  7.49999523    0.00000025    0.00000626    0.00000600    0.04012148    0.00000054    0.00000805    0.46915215    0.77718943    0.69951451    1.02685416    0.89460784    0.00000449    0.00000010
  7.59999514    0.00000021    0.00000542    0.00000522    0.03834101    0.00000041    0.00000705    0.50167185    0.76936978    0.69878274    0.98776400    1.21345031    0.00000392    0.00000010
  7.69999504    0.00000018    0.00000467    0.00000449    0.03898051    0.00000040    0.00000608    0.46016264    0.76846743    0.69337541    1.07649040    0.47142854    0.00000339    0.00000008
  7.79999495    0.00000016    0.00000404    0.00000388    0.04080119    0.00000035    0.00000519    0.46805996    0.77923805    0.69990206    1.09043241    0.46428570    0.00000304    0.00000005
  7.89999485    0.00000014    0.00000352    0.00000338    0.04113475    0.00000027    0.00000449    0.53297478    0.78550494    0.71014112    0.85834241    0.64971751    0.00000277    0.00000004
  7.99999475    0.00000013    0.00000308    0.00000295    0.04126056    0.00000026    0.00000390    0.47925279    0.79010880    0.70926213    1.01599121    0.91623932    0.00000245    0.00000003
100.00000000    0.00000000    0.00000004    0.00000004    0.00000000    0.00000000    0.00000005    0.00000000    0.76040602    0.76040602    0.00000000    0.00000000    0.00000000    0.00000000
 * The above water reflectance is actually an albedo calculation
   depth (m)           Eu            Ed             E            R*           Eou           Eod     meancosUP    meancosDown      meancos            rd            rup            Ld            Lu
  0.00000000    0.17104757    0.49999994    0.32895237    0.34209517    0.31558993    0.95694041    0.54199308    0.52249849    0.25850257    0.00000000    0.00000000    0.00000000    0.04502455
  0.00000000    0.29044318    0.61939555    0.32895237    0.46891388    0.61666673    1.06579518    0.47098890    0.58115816    0.19551846    1.00021434    1.00133061    0.00174257    0.08265926
  0.10000000    0.17302503    0.36675423    0.19372921    0.47177377    0.36945641    0.66541767    0.46832326    0.55116397    0.18720075    1.00024068    1.00135589    0.06048074    0.04885471
  0.20000000    0.10094176    0.21445975    0.11351798    0.47067928    0.21534173    0.38815725    0.46875152    0.55250740    0.18809971    1.00048101    1.00149941    0.05749715    0.02853634
  0.30000001    0.05906974    0.12586102    0.06679128    0.46932516    0.12581739    0.22615658    0.46948791    0.55652159    0.18976200    1.00035882    1.00125909    0.04177973    0.01672961
  0.40000001    0.03476047    0.07421377    0.03945329    0.46838307    0.07398407    0.13260606    0.46983722    0.55965590    0.19097376    1.00021625    1.00150800    0.02746464    0.00986275
  0.50000000    0.02055055    0.04392235    0.02337179    0.46788377    0.04370059    0.07820890    0.47025800    0.56160289    0.19171430    1.00027931    1.00148511    0.01723657    0.00582635
  0.60000002    0.01218504    0.02604809    0.01386305    0.46779001    0.02590046    0.04628760    0.47045639    0.56274450    0.19204083    1.00051415    1.00119686    0.01056014    0.00345946
  0.70000005    0.00722218    0.01545382    0.00823164    0.46733958    0.01534787    0.02743194    0.47056583    0.56335163    0.19241884    0.99984306    1.00114965    0.00638239    0.00204993
  0.80000007    0.00428631    0.00917618    0.00488987    0.46711224    0.00911513    0.01627148    0.47024104    0.56394249    0.19261628    1.00031841    1.00141740    0.00382549    0.00121657
  0.90000010    0.00254716    0.00545232    0.00290515    0.46717119    0.00541027    0.00966821    0.47080150    0.56394285    0.19266868    0.99970192    1.00171590    0.00228312    0.00072281
  1.00000012    0.00151452    0.00324142    0.00172690    0.46723843    0.00321637    0.00574665    0.47087750    0.56405449    0.19267003    1.00018930    1.00241697    0.00136177    0.00042872
  1.10000014    0.00089948    0.00192643    0.00102695    0.46691555    0.00191033    0.00341324    0.47085088    0.56440073    0.19290662    1.00041187    1.00180078    0.00080856    0.00025629
  1.20000017    0.00053542    0.00114576    0.00061033    0.46730942    0.00113978    0.00203085    0.46976268    0.56417650    0.19249661    1.00081742    1.00046599    0.00048262    0.00015244
  1.30000019    0.00031804    0.00068087    0.00036284    0.46710178    0.00067623    0.00120751    0.47030607    0.56386477    0.19261415    1.00206518    1.00233197    0.00028715    0.00009067
  1.40000021    0.00018874    0.00040426    0.00021552    0.46687049    0.00040130    0.00071461    0.47032008    0.56571072    0.19313814    0.99854457    1.00293279    0.00017112    0.00005410
  1.50000024    0.00011284    0.00024055    0.00012770    0.46910802    0.00023950    0.00042523    0.47115090    0.56568682    0.19211365    1.00008321    0.99837828    0.00010246    0.00003179
  1.60000026    0.00006700    0.00014286    0.00007586    0.46899065    0.00014253    0.00025300    0.47007427    0.56465590    0.19179118    1.00181615    0.99740303    0.00006123    0.00001890
  1.70000029    0.00003976    0.00008506    0.00004530    0.46739873    0.00008389    0.00014997    0.47390020    0.56717610    0.19371532    1.00400269    1.00601315    0.00003695    0.00001151
  1.80000031    0.00002382    0.00005085    0.00002703    0.46851525    0.00005121    0.00009055    0.46521556    0.56159592    0.19065128    1.00221086    1.00004482    0.00002155    0.00000687
  1.90000033    0.00001407    0.00003012    0.00001604    0.46734402    0.00003011    0.00005335    0.46737808    0.56454176    0.19220608    0.99993658    0.99599707    0.00001318    0.00000382
  2.00000024    0.00000818    0.00001773    0.00000956    0.46109170    0.00001753    0.00003148    0.46655247    0.56333089    0.19501279    1.00104570    1.01203167    0.00000757    0.00000242
  2.10000014    0.00000475    0.00001044    0.00000569    0.45479792    0.00001007    0.00001844    0.47150719    0.56612605    0.19963802    0.98955131    1.01685083    0.00000481    0.00000144
  2.20000005    0.00000294    0.00000632    0.00000338    0.46464169    0.00000629    0.00001139    0.46663561    0.55500424    0.19136924    1.00436556    1.00357580    0.00000267    0.00000095
  2.29999995    0.00000169    0.00000369    0.00000200    0.45816407    0.00000360    0.00000636    0.47060063    0.58096570    0.20106386    0.99115705    1.00477874    0.00000172    0.00000053
  2.39999986    0.00000100    0.00000220    0.00000120    0.45574218    0.00000207    0.00000393    0.48414737    0.56107008    0.19982752    0.99200213    1.03149676    0.00000091    0.00000025
  2.49999976    0.00000059    0.00000131    0.00000071    0.45405820    0.00000128    0.00000226    0.46387258    0.57897675    0.20175026    1.01161397    1.01791263    0.00000059    0.00000021
  2.59999967    0.00000034    0.00000077    0.00000043    0.43766233    0.00000067    0.00000143    0.49932227    0.53825277    0.20565484    0.99074227    1.00100338    0.00000042    0.00000009
  2.69999957    0.00000023    0.00000049    0.00000026    0.46406567    0.00000057    0.00000083    0.39908674    0.58595359    0.18677323    1.08229434    0.96359104    0.00000023    0.00000008
  2.79999948    0.00000012    0.00000028    0.00000016    0.42500001    0.00000026    0.00000051    0.45207018    0.54889035    0.20818420    1.01932800    1.05595064    0.00000012    0.00000004
  2.89999938    0.00000006    0.00000016    0.00000010    0.36538461    0.00000012    0.00000026    0.46264073    0.59935671    0.25815886    0.91593021    1.06753254    0.00000009    0.00000000
  2.99999928    0.00000004    0.00000011    0.00000007    0.36697251    0.00000008    0.00000018    0.47955099    0.59261757    0.25809720    0.91573590    0.97560412    0.00000003    0.00000000
  3.09999919    0.00000003    0.00000008    0.00000005    0.35897437    0.00000006    0.00000012    0.46804467    0.64820170    0.27753687    1.06215155    1.04864252    0.00000001    0.00000000
  3.19999909    0.00000001    0.00000005    0.00000004    0.27450982    0.00000002    0.00000008    0.62783420    0.67812490    0.37946281    1.01215804    1.10934746    0.00000000    0.00000000
  3.29999900    0.00000001    0.00000004    0.00000003    0.17948718    0.00000001    0.00000006    0.55848616    0.63760835    0.43419290    0.79487181    0.95384616    0.00000000    0.00000000
  3.39999890    0.00000000    0.00000003    0.00000003    0.11428571    0.00000001    0.00000005    0.45353034    0.69695032    0.52508122    0.53921568    0.90588236    0.00000000    0.00000000
  3.49999881    0.00000001    0.00000003    0.00000003    0.17647059    0.00000002    0.00000005    0.25753888    0.69866413    0.38909560    0.91666663    1.22222221    0.00000000    0.00000000
  3.59999871    0.00000000    0.00000003    0.00000003    0.07142857    0.00000001    0.00000004    0.14520217    0.68792820    0.47727597    1.57142854    1.64999998    0.00000000    0.00000000
  3.69999862    0.00000000    0.00000002    0.00000002    0.08000000    0.00000001    0.00000003    0.34344056    0.75015295    0.58748460    2.00000000    0.00000000    0.00000000    0.00000000
  3.79999852    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  3.89999843    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  3.99999833    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  4.09999847    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  4.19999838    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  4.29999828    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  4.39999819    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  4.49999809    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  4.59999800    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  4.69999790    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  4.79999781    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  4.89999771    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  4.99999762    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  5.09999752    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  5.19999743    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  5.29999733    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  5.39999723    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  5.49999714    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  5.59999704    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  5.69999695    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  5.79999685    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  5.89999676    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  5.99999666    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  6.09999657    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  6.19999647    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  6.29999638    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  6.39999628    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  6.49999619    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  6.59999609    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  6.69999599    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  6.79999590    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  6.89999580    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  6.99999571    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  7.09999561    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  7.19999552    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  7.29999542    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  7.39999533    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  7.49999523    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  7.59999514    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
  7.69999504    0.00000000    0.00000002    0.00000002    0.00000000    0.00000000    0.00000003    0.00000000    0.76040596    0.76040596    0.00000000    0.00000000    0.00000000    0.00000000
