   depth (m)           Eu            Ed             E            R*           Eou           Eod     meancosUP    meancosDown      meancos            rd            rup            Ld            Lu
    1.600000      0.000115      0.055609      0.055494      0.002061      0.000332      0.075603      0.345177      0.735536      0.730811      1.428590      6.136435      0.001727      0.000022
    1.700000      0.000100      0.048643      0.048543      0.002051      0.000290      0.066095      0.343975      0.735955      0.731238      1.450675      5.408328      0.001628      0.000019
    1.800000      0.000088      0.042551      0.042463      0.002058      0.000264      0.057772      0.332053      0.736535      0.731678      1.472666      5.387073      0.001546      0.000018
    1.900000      0.000076      0.037226      0.037150      0.002045      0.000219      0.050508      0.347443      0.737033      0.732350      1.437340      5.980693      0.001450      0.000015
    2.000000      0.000067      0.032564      0.032497      0.002065      0.000195      0.044149      0.344507      0.737592      0.732830      1.458272      6.753888      0.001349      0.000013
    2.100000      0.000059      0.028492      0.028433      0.002054      0.000170      0.038595      0.345001      0.738235      0.733495      1.478519      6.394969      0.001263      0.000010
    2.200000      0.000051      0.024931      0.024881      0.002039      0.000148      0.033745      0.344503      0.738809      0.734091      1.441885      6.897673      0.001173      0.000009
    2.300000      0.000044      0.021820      0.021776      0.002036      0.000129      0.029512      0.343066      0.739352      0.734624      1.428360      6.058822      0.001102      0.000008
    2.400000      0.000039      0.019097      0.019059      0.002034      0.000112      0.025805      0.348312      0.740072      0.735389      1.407111      6.036063      0.001023      0.000007
    2.500000      0.000034      0.016713      0.016679      0.002054      0.000101      0.022564      0.341002      0.740693      0.735888      1.442444      5.733363      0.000939      0.000006
    2.600000      0.000030      0.014629      0.014599      0.002058      0.000087      0.019731      0.344508      0.741447      0.736658      1.424353      6.100945      0.000876      0.000007
    2.700000      0.000026      0.012806      0.012779      0.002045      0.000076      0.017255      0.346391      0.742140      0.737391      1.488558      5.178689      0.000817      0.000006
    2.799999      0.000023      0.011204      0.011181      0.002034      0.000066      0.015080      0.344428      0.742963      0.738214      1.412917      6.540040      0.000750      0.000006
    2.899999      0.000020      0.009808      0.009787      0.002059      0.000060      0.013189      0.334810      0.743630      0.738721      1.414046      6.318368      0.000693      0.000005
    2.999999      0.000018      0.008588      0.008570      0.002112      0.000053      0.011536      0.344329      0.744456      0.739507      1.442831      7.848352      0.000637      0.000005
    3.099999      0.000016      0.007524      0.007509      0.002104      0.000046      0.010099      0.344258      0.745086      0.740149      1.445941      5.988866      0.000592      0.000004
    3.199999      0.000014      0.006588      0.006574      0.002074      0.000039      0.008831      0.354676      0.745964      0.741183      1.436500      6.249372      0.000548      0.000003
    3.299999      0.000012      0.005771      0.005759      0.002099      0.000036      0.007729      0.335033      0.746677      0.741640      1.423881      7.279018      0.000504      0.000003
    3.399999      0.000010      0.005056      0.005046      0.002069      0.000030      0.006764      0.346009      0.747527      0.742662      1.396339      5.570147      0.000462      0.000003
    3.499999      0.000009      0.004430      0.004420      0.002123      0.000027      0.005921      0.344853      0.748069      0.743059      1.535411      6.149823      0.000426      0.000002
    3.599999      0.000008      0.003879      0.003871      0.002140      0.000024      0.005177      0.352806      0.749219      0.744234      1.503856      3.289572      0.000389      0.000001
    3.699999      0.000007      0.003397      0.003389      0.002130      0.000020      0.004528      0.354143      0.750154      0.745194      1.461982      7.980033      0.000357      0.000001
    3.799999      0.000006      0.002974      0.002968      0.002043      0.000017      0.003960      0.348033      0.750987      0.746164      1.407528      5.573972      0.000332      0.000001
    3.899998      0.000005      0.002608      0.002603      0.001958      0.000015      0.003468      0.349964      0.752036      0.747419      1.425097      8.122233      0.000305      0.000000
    3.999998      0.000004      0.002287      0.002282      0.001937      0.000013      0.003038      0.338597      0.752639      0.747960      1.419371      5.613642      0.000279      0.000001
  100.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.737277      0.737277      0.000000      0.000000      0.000000      0.000000
 * The above water reflectance is actually an albedo calculation
   depth (m)           Eu            Ed             E            R*           Eou           Eod     meancosUP    meancosDown      meancos            rd            rup            Ld            Lu
    0.000000      0.046965      0.500000      0.453035      0.093931      0.087947      1.082840      0.534016      0.461749      0.386949      0.000000      0.000000      0.000000      0.004597
    0.000000      0.041194      0.494229      0.453035      0.083351      0.101140      0.718065      0.407299      0.688279      0.553017      2.035718      4.981552      0.000187      0.008354
    0.100000      0.036415      0.413472      0.377057      0.088071      0.093221      0.628074      0.390628      0.658317      0.522750      2.241369      5.180338      0.021567      0.007057
    0.200000      0.030971      0.341673      0.310701      0.090647      0.081031      0.532638      0.382219      0.641473      0.506302      2.355771      5.297441      0.034478      0.005802
    0.300000      0.025754      0.280414      0.254661      0.091842      0.068209      0.443347      0.377571      0.632494      0.497816      2.414823      5.347316      0.041713      0.004821
    0.400000      0.021163      0.229339      0.208177      0.092276      0.056349      0.364791      0.375561      0.628687      0.494317      2.444103      5.373312      0.044691      0.003930
    0.500000      0.017260      0.187301      0.170041      0.092154      0.046117      0.298149      0.374277      0.628212      0.493922      2.457774      5.388583      0.044745      0.003189
    0.600000      0.014043      0.152959      0.138916      0.091811      0.037455      0.242849      0.374937      0.629853      0.495589      2.458779      5.402143      0.042903      0.002575
    0.700000      0.011420      0.125022      0.113603      0.091343      0.030520      0.197673      0.374179      0.632470      0.497835      2.452741      5.396580      0.039918      0.002110
    0.800000      0.009290      0.102266      0.092976      0.090845      0.024781      0.160884      0.374898      0.635655      0.500773      2.447998      5.390988      0.036275      0.001764
    0.900000      0.007556      0.083742      0.076186      0.090231      0.020097      0.131033      0.375979      0.639091      0.504108      2.435153      5.370728      0.032354      0.001417
    1.000000      0.006158      0.068681      0.062523      0.089656      0.016341      0.106877      0.376815      0.642614      0.507416      2.423738      5.384815      0.028546      0.001166
    1.100000      0.005033      0.056410      0.051376      0.089230      0.013357      0.087389      0.376826      0.645506      0.509959      2.408442      5.360132      0.024849      0.000973
    1.200000      0.004121      0.046374      0.042253      0.088857      0.010926      0.071479      0.377138      0.648773      0.512747      2.398241      5.345547      0.021469      0.000796
    1.300000      0.003375      0.038151      0.034776      0.088471      0.008931      0.058586      0.377918      0.651204      0.515070      2.393112      5.363420      0.018373      0.000635
    1.400000      0.002772      0.031419      0.028647      0.088218      0.007314      0.048103      0.378949      0.653166      0.516942      2.386541      5.348961      0.015669      0.000514
    1.500000      0.002277      0.025890      0.023613      0.087933      0.006007      0.039504      0.378977      0.655375      0.518848      2.377904      5.315495      0.013338      0.000441
    1.600000      0.001871      0.021353      0.019481      0.087646      0.004929      0.032508      0.379654      0.656848      0.520370      2.363575      5.297682      0.011208      0.000368
    1.700000      0.001540      0.017623      0.016083      0.087387      0.004053      0.026765      0.380010      0.658445      0.521884      2.365571      5.299268      0.009424      0.000302
    1.800000      0.001267      0.014547      0.013280      0.087121      0.003334      0.022059      0.380128      0.659449      0.522958      2.371055      5.370193      0.007998      0.000247
    1.900000      0.001046      0.012018      0.010972      0.087047      0.002750      0.018199      0.380479      0.660411      0.523786      2.340095      5.267986      0.006674      0.000199
    2.000000      0.000864      0.009931      0.009067      0.086963      0.002274      0.015022      0.379857      0.661084      0.524251      2.351533      5.280586      0.005593      0.000170
    2.100000      0.000712      0.008203      0.007491      0.086827      0.001879      0.012393      0.379130      0.661946      0.524898      2.343694      5.336722      0.004592      0.000143
    2.200000      0.000588      0.006779      0.006191      0.086751      0.001540      0.010239      0.381975      0.662062      0.525598      2.337176      5.312917      0.003857      0.000112
    2.300000      0.000485      0.005605      0.005120      0.086602      0.001284      0.008471      0.377933      0.661704      0.524822      2.347370      5.276298      0.003206      0.000094
    2.400000      0.000400      0.004632      0.004232      0.086444      0.001048      0.006988      0.382153      0.662875      0.526611      2.373178      5.366274      0.002647      0.000081
    2.500000      0.000331      0.003830      0.003499      0.086381      0.000871      0.005766      0.380035      0.664274      0.527281      2.342571      5.334580      0.002190      0.000066
    2.600000      0.000273      0.003167      0.002893      0.086316      0.000716      0.004767      0.381745      0.664384      0.527756      2.327689      5.293731      0.001842      0.000059
    2.700000      0.000227      0.002619      0.002392      0.086526      0.000595      0.003936      0.381019      0.665473      0.528086      2.357103      5.316094      0.001548      0.000048
    2.799999      0.000187      0.002164      0.001976      0.086561      0.000495      0.003262      0.378448      0.663289      0.526065      2.356413      5.370646      0.001280      0.000038
    2.899999      0.000156      0.001790      0.001634      0.087078      0.000409      0.002699      0.381553      0.663339      0.525953      2.357923      5.327498      0.001050      0.000032
    2.999999      0.000129      0.001482      0.001353      0.086767      0.000337      0.002228      0.382013      0.665065      0.527653      2.311271      5.282651      0.000868      0.000022
    3.099999      0.000106      0.001227      0.001121      0.086729      0.000278      0.001842      0.382580      0.666095      0.528518      2.364928      5.252628      0.000716      0.000017
    3.199999      0.000088      0.001015      0.000928      0.086306      0.000232      0.001526      0.377502      0.665451      0.527731      2.344627      5.352645      0.000595      0.000014
    3.299999      0.000072      0.000839      0.000767      0.085841      0.000186      0.001266      0.387285      0.662999      0.528432      2.342038      5.168509      0.000485      0.000012
    3.399999      0.000059      0.000694      0.000635      0.084767      0.000154      0.001040      0.381513      0.667118      0.531750      2.350907      5.371792      0.000399      0.000009
    3.499999      0.000049      0.000573      0.000524      0.085126      0.000128      0.000858      0.381039      0.667937      0.531733      2.377971      5.481260      0.000323      0.000009
    3.599999      0.000041      0.000475      0.000435      0.085330      0.000107      0.000712      0.377834      0.667553      0.530598      2.291939      5.177844      0.000269      0.000008
    3.699999      0.000033      0.000394      0.000361      0.084760      0.000088      0.000591      0.378921      0.666011      0.530523      2.332495      5.484231      0.000226      0.000005
    3.799999      0.000028      0.000326      0.000299      0.084980      0.000070      0.000490      0.393713      0.665801      0.532671      2.332085      5.382123      0.000198      0.000005
    3.899998      0.000023      0.000271      0.000248      0.085062      0.000061      0.000408      0.377565      0.663852      0.528362      2.318666      5.353342      0.000164      0.000005
    3.999998      0.000019      0.000224      0.000205      0.086464      0.000051      0.000338      0.378026      0.663951      0.526576      2.297852      5.105422      0.000130      0.000005
  100.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.737277      0.737277      0.000000      0.000000      0.000000      0.000000
 * The above water reflectance is actually an albedo calculation
