   depth (m)           Eu            Ed             E            R*           Eou           Eod     meancosUP    meancosDown      meancos            rd            rup            Ld            Lu
    1.700000      0.000146      0.048634      0.048488      0.002998      0.000348      0.066085      0.418423      0.735926      0.729872      1.426609      3.746285      0.001655      0.000053
    1.800000      0.000139      0.042549      0.042410      0.003274      0.000319      0.057781      0.436289      0.736389      0.729944      1.474694      6.025104      0.001555      0.000056
    1.900000      0.000135      0.037218      0.037082      0.003632      0.000298      0.050504      0.453657      0.736922      0.729938      1.451386      4.849333      0.001441      0.000057
    2.000000      0.000133      0.032552      0.032419      0.004089      0.000283      0.044140      0.470965      0.737483      0.729795      1.455233      4.406348      0.001352      0.000059
    2.100000      0.000133      0.028481      0.028348      0.004687      0.000266      0.038587      0.502759      0.738111      0.729630      1.427328      4.156763      0.001259      0.000062
    2.200000      0.000137      0.024920      0.024783      0.005482      0.000262      0.033728      0.521408      0.738839      0.729124      1.486731      3.613838      0.001174      0.000069
    2.300000      0.000142      0.021803      0.021661      0.006517      0.000256      0.029485      0.555151      0.739468      0.728326      1.410269      3.502233      0.001095      0.000074
    2.400000      0.000149      0.019078      0.018929      0.007814      0.000253      0.025775      0.590349      0.740198      0.727288      1.411890      3.235631      0.001003      0.000080
    2.500000      0.000160      0.016698      0.016538      0.009557      0.000261      0.022544      0.610943      0.740693      0.725212      1.411169      2.943243      0.000930      0.000088
    2.600000      0.000173      0.014616      0.014443      0.011836      0.000277      0.019716      0.623701      0.741331      0.722393      1.449932      4.029352      0.000873      0.000094
    2.700000      0.000190      0.012788      0.012598      0.014840      0.000295      0.017232      0.642364      0.742134      0.718797      1.515258      2.802439      0.000811      0.000102
    2.799999      0.000210      0.011195      0.010984      0.018790      0.000318      0.015071      0.662360      0.742794      0.713796      1.509657      2.978486      0.000752      0.000112
    2.899999      0.000235      0.009801      0.009566      0.023979      0.000352      0.013181      0.666756      0.743533      0.706804      1.464974      2.038903      0.000698      0.000126
    2.999999      0.000263      0.008580      0.008317      0.030643      0.000386      0.011527      0.681011      0.744348      0.698155      1.484702      2.113226      0.000644      0.000137
    3.099999      0.000297      0.007512      0.007216      0.039479      0.000435      0.010082      0.681352      0.745118      0.686081      1.445456      2.286099      0.000594      0.000147
    3.199999      0.000338      0.006574      0.006237      0.051342      0.000494      0.008814      0.682891      0.745890      0.670022      1.443038      2.194540      0.000538      0.000163
    3.299999      0.000385      0.005756      0.005371      0.066938      0.000566      0.007710      0.680533      0.746546      0.648923      1.403063      2.147298      0.000491      0.000179
    3.399999      0.000441      0.005041      0.004600      0.087469      0.000654      0.006747      0.674514      0.747102      0.621538      1.339505      2.112785      0.000447      0.000194
    3.499999      0.000507      0.004413      0.003906      0.114793      0.000765      0.005898      0.662536      0.748190      0.586299      1.398242      2.131870      0.000406      0.000215
    3.599999      0.000587      0.003867      0.003280      0.151842      0.000903      0.005163      0.650292      0.749058      0.540742      1.431288      2.190012      0.000368      0.000239
    3.699999      0.000684      0.003388      0.002704      0.202011      0.001084      0.004519      0.631184      0.749731      0.482501      1.599626      2.449065      0.000341      0.000266
    3.799999      0.000801      0.002970      0.002169      0.269658      0.001318      0.003959      0.607628      0.750110      0.411015      1.489723      2.718698      0.000310      0.000296
    3.899998      0.000947      0.002604      0.001657      0.363588      0.001657      0.003469      0.571295      0.750526      0.323244      1.406279      2.950836      0.000285      0.000327
    3.999998      0.001139      0.002282      0.001143      0.499077      0.002273      0.003046      0.501200      0.749334      0.214962      0.000000      0.000000      0.000257      0.000358
    4.000000      0.001139      0.002282      0.001143      0.499077      0.002273      0.003046      0.501200      0.749334      0.214962      0.000000      0.000000      0.000257      0.000358
 * The above water reflectance is actually an albedo calculation
   depth (m)           Eu            Ed             E            R*           Eou           Eod     meancosUP    meancosDown      meancos            rd            rup            Ld            Lu
    0.000000      0.046946      0.500000      0.453054      0.093891      0.087879      1.082840      0.534207      0.461749      0.386988      0.000000      0.000000      0.000000      0.004618
    0.000000      0.041182      0.494237      0.453054      0.083325      0.101059      0.718012      0.407509      0.688340      0.553132      2.033802      4.992367      0.000173      0.008347
    0.100000      0.036424      0.413504      0.377079      0.088087      0.093277      0.628141      0.390500      0.658298      0.522692      2.242967      5.184312      0.021561      0.007081
    0.200000      0.030960      0.341670      0.310709      0.090615      0.081002      0.532717      0.382218      0.641372      0.506273      2.354657      5.290129      0.034577      0.005840
    0.300000      0.025748      0.280399      0.254650      0.091827      0.068137      0.443402      0.377888      0.632380      0.497812      2.417263      5.348824      0.041740      0.004820
    0.400000      0.021146      0.229365      0.208219      0.092195      0.056251      0.364848      0.375927      0.628661      0.494466      2.446041      5.387058      0.044640      0.003885
    0.500000      0.017263      0.187309      0.170046      0.092164      0.046079      0.298180      0.374640      0.628175      0.493948      2.458591      5.385626      0.044790      0.003166
    0.600000      0.014027      0.152941      0.138914      0.091715      0.037414      0.242798      0.374914      0.629912      0.495748      2.457435      5.410024      0.042942      0.002583
    0.700000      0.011408      0.124998      0.113590      0.091266      0.030498      0.197664      0.374064      0.632378      0.497850      2.458541      5.402469      0.040086      0.002096
    0.800000      0.009267      0.102246      0.092979      0.090631      0.024766      0.160782      0.374168      0.635930      0.501107      2.446998      5.397383      0.036365      0.001719
    0.900000      0.007538      0.083735      0.076196      0.090025      0.020056      0.131031      0.375856      0.639045      0.504321      2.429354      5.389276      0.032346      0.001439
    1.000000      0.006154      0.068677      0.062523      0.089614      0.016372      0.106894      0.375907      0.642480      0.507217      2.422307      5.389108      0.028577      0.001185
    1.100000      0.005030      0.056389      0.051358      0.089205      0.013346      0.087351      0.376912      0.645539      0.510030      2.412292      5.376981      0.024830      0.001006
    1.200000      0.004114      0.046355      0.042241      0.088746      0.010872      0.071496      0.378389      0.648361      0.512838      2.403746      5.389366      0.021411      0.000811
    1.300000      0.003374      0.038143      0.034769      0.088465      0.008909      0.058579      0.378758      0.651134      0.515181      2.386917      5.353272      0.018314      0.000656
    1.400000      0.002773      0.031422      0.028649      0.088256      0.007322      0.048105      0.378730      0.653204      0.516878      2.385442      5.321880      0.015662      0.000532
    1.500000      0.002277      0.025900      0.023622      0.087933      0.006001      0.039535      0.379533      0.655098      0.518757      2.367307      5.339351      0.013301      0.000441
    1.600000      0.001880      0.021364      0.019484      0.087993      0.004956      0.032535      0.379334      0.656629      0.519693      2.363529      5.266407      0.011164      0.000357
    1.700000      0.001543      0.017620      0.016077      0.087559      0.004056      0.026774      0.380419      0.658100      0.521486      2.354656      5.323696      0.009459      0.000317
    1.800000      0.001272      0.014552      0.013280      0.087415      0.003347      0.022084      0.380040      0.658930      0.522186      2.375096      5.328555      0.007952      0.000262
    1.900000      0.001047      0.012010      0.010963      0.087157      0.002758      0.018185      0.379533      0.660457      0.523496      2.348974      5.302773      0.006620      0.000206
    2.000000      0.000863      0.009920      0.009057      0.086956      0.002260      0.015006      0.381724      0.661052      0.524576      2.359937      5.391810      0.005569      0.000168
    2.100000      0.000715      0.008204      0.007489      0.087177      0.001871      0.012408      0.382183      0.661211      0.524466      2.330603      5.213629      0.004636      0.000143
    2.200000      0.000591      0.006782      0.006191      0.087136      0.001547      0.010237      0.381933      0.662437      0.525322      2.346911      5.279431      0.003880      0.000105
    2.300000      0.000490      0.005605      0.005116      0.087395      0.001279      0.008456      0.383146      0.662928      0.525525      2.346755      5.314476      0.003287      0.000088
    2.400000      0.000407      0.004636      0.004229      0.087782      0.001055      0.006986      0.385578      0.663606      0.525901      2.328156      5.230371      0.002742      0.000079
    2.500000      0.000336      0.003836      0.003500      0.087630      0.000883      0.005772      0.380826      0.664545      0.525893      2.339420      5.297721      0.002247      0.000065
    2.600000      0.000280      0.003173      0.002893      0.088383      0.000735      0.004789      0.381696      0.662537      0.523647      2.360826      5.387448      0.001850      0.000062
    2.700000      0.000234      0.002622      0.002388      0.089303      0.000604      0.003950      0.387982      0.663838      0.524424      2.323239      5.223017      0.001561      0.000051
    2.799999      0.000196      0.002169      0.001973      0.090489      0.000505      0.003272      0.388535      0.662930      0.522301      2.377596      5.145139      0.001280      0.000040
    2.899999      0.000163      0.001795      0.001632      0.090815      0.000417      0.002701      0.390780      0.664617      0.523417      2.327348      5.302025      0.001054      0.000033
    2.999999      0.000140      0.001489      0.001349      0.094263      0.000361      0.002242      0.389233      0.664086      0.518155      2.385311      5.149355      0.000891      0.000029
    3.099999      0.000121      0.001230      0.001110      0.098039      0.000297      0.001848      0.406740      0.665681      0.517399      2.337335      5.129832      0.000712      0.000024
    3.199999      0.000106      0.001019      0.000912      0.104522      0.000264      0.001541      0.404151      0.661322      0.505708      2.376525      4.900208      0.000596      0.000024
    3.299999      0.000095      0.000843      0.000748      0.113134      0.000229      0.001269      0.417185      0.664098      0.499085      2.369977      4.933353      0.000502      0.000026
    3.399999      0.000088      0.000698      0.000611      0.125459      0.000204      0.001053      0.429478      0.663376      0.485975      2.353865      4.576500      0.000404      0.000026
    3.499999      0.000084      0.000579      0.000496      0.144351      0.000183      0.000874      0.456408      0.662743      0.468808      2.359110      4.393593      0.000336      0.000025
    3.599999      0.000083      0.000481      0.000398      0.172341      0.000173      0.000733      0.478796      0.656662      0.439590      2.340183      4.003984      0.000278      0.000029
    3.699999      0.000084      0.000400      0.000315      0.211149      0.000167      0.000609      0.503974      0.656280      0.406057      2.387300      3.721739      0.000244      0.000030
    3.799999      0.000091      0.000332      0.000241      0.272866      0.000177      0.000507      0.512187      0.654927      0.353040      2.580954      3.687037      0.000199      0.000033
    3.899998      0.000100      0.000277      0.000177      0.362458      0.000190      0.000430      0.529516      0.645422      0.285396      2.633685      3.690574      0.000170      0.000035
    3.999998      0.000117      0.000233      0.000116      0.500873      0.000229      0.000364      0.511031      0.640048      0.196313      0.000000           NaN      0.000143      0.000037
    4.000000      0.000117      0.000233      0.000116      0.500888      0.000229      0.000364      0.510999      0.640042      0.196299      0.000000           NaN      0.000143      0.000037
 * The above water reflectance is actually an albedo calculation
