"Wavelength","depth","alpha","phi","radiance"
1,1.9,112.500008,240,2.7856e-05
1,1.9,112.500008,300,1.9189e-05
1,1.9,117.5,0,1.9637e-05
1,1.9,117.5,60,2.498e-05
1,1.9,117.5,120,4.1278e-05
1,1.9,117.5,180,4.2079e-05
1,1.9,117.5,240,2.5515e-05
1,1.9,117.5,300,1.7767e-05
1,1.9,122.500008,0,2.0888e-05
1,1.9,122.500008,60,2.3182e-05
1,1.9,122.500008,120,3.3565e-05
1,1.9,122.500008,180,3.4048e-05
1,1.9,122.500008,240,2.282e-05
1,1.9,122.500008,300,2.0767e-05
1,1.9,127.5,0,1.9372e-05
1,1.9,127.5,60,1.9372e-05
1,1.9,127.5,120,2.7529e-05
1,1.9,127.5,180,3.1494e-05
1,1.9,127.5,240,1.9825e-05
1,1.9,127.5,300,1.8352e-05
1,1.9,132.5,0,1.6037e-05
1,1.9,132.5,60,1.9333e-05
1,1.9,132.5,120,2.5704e-05
1,1.9,132.5,180,2.5374e-05
1,1.9,132.5,240,1.8124e-05
1,1.9,132.5,300,1.6806e-05
1,1.9,137.5,0,1.9552e-05
1,1.9,137.5,60,1.9223e-05
1,1.9,137.5,120,1.8893e-05
1,1.9,137.5,180,2.4935e-05
1,1.9,137.5,240,1.6477e-05
1,1.9,137.5,300,2.1969e-05
1,1.9,142.500015,0,1.8466e-05
1,1.9,142.500015,60,1.654e-05
1,1.9,142.500015,120,1.9712e-05
1,1.9,142.500015,180,1.9712e-05
1,1.9,142.500015,240,1.9032e-05
1,1.9,142.500015,300,1.7446e-05
1,1.9,147.5,0,1.6541e-05
1,1.9,147.5,60,1.5575e-05
1,1.9,147.5,120,1.8473e-05
1,1.9,147.5,180,1.8835e-05
1,1.9,147.5,240,1.6058e-05
1,1.9,147.5,300,1.6662e-05
1,1.9,152.500015,0,1.4694e-05
1,1.9,152.500015,60,1.4294e-05
1,1.9,152.500015,120,1.6431e-05
1,1.9,152.500015,180,1.7099e-05
1,1.9,152.500015,240,1.603e-05
1,1.9,152.500015,300,1.6832e-05
1,1.9,157.5,0,1.3464e-05
1,1.9,157.5,60,1.5321e-05
1,1.9,157.5,120,1.3928e-05
1,1.9,157.5,180,1.7023e-05
1,1.9,157.5,240,1.3464e-05
1,1.9,157.5,300,1.4237e-05
1,1.9,162.5,0,1.4118e-05
1,1.9,162.5,60,1.3545e-05
1,1.9,162.5,120,1.6598e-05
1,1.9,162.5,180,1.6407e-05
1,1.9,162.5,240,1.3545e-05
1,1.9,162.5,300,1.6598e-05
1,1.9,167.5,0,1.5794e-05
1,1.9,167.5,60,1.3982e-05
1,1.9,167.5,120,1.5277e-05
1,1.9,167.5,180,1.4241e-05
1,1.9,167.5,240,1.2428e-05
1,1.9,167.5,300,1.3464e-05
1,1.9,172.5,0,1.2684e-05
1,1.9,172.5,60,1.6912e-05
1,1.9,172.5,120,1.5221e-05
1,1.9,172.5,180,1.6066e-05
1,1.9,172.5,240,1.3107e-05
1,1.9,172.5,300,1.0147e-05
1,1.9,177.5,0,1.0038e-05
1,1.9,177.5,60,1.0038e-05
1,1.9,177.5,120,2.7604e-05
1,1.9,177.5,180,1.8821e-05
1,1.9,177.5,240,6.2737e-06
1,1.9,177.5,300,2.0076e-05
1,2,2.5,0,0.0013338
1,2,2.5,60,0.00066376
1,2,2.5,120,0.0020528
1,2,2.5,180,0.0019599
1,2,2.5,240,0.00067882
1,2,2.5,300,0.0014066
1,2,7.5,0,0.00076906
1,2,7.5,60,0.0014295
1,2,7.5,120,0.0017829
1,2,7.5,180,0.0018218
1,2,7.5,240,0.0014519
1,2,7.5,300,0.0007716
1,2,12.500001,0,0.00067554
1,2,12.500001,60,0.0011991
1,2,12.500001,120,0.0026131
1,2,12.500001,180,0.0026537
1,2,12.500001,240,0.0011877
1,2,12.500001,300,0.00066725
1,2,17.5,0,0.00054029
1,2,17.5,60,0.0010394
1,2,17.5,120,0.003695
1,2,17.5,180,0.0037778
1,2,17.5,240,0.0010127
1,2,17.5,300,0.00052236
1,2,22.5,0,0.00039833
1,2,22.5,60,0.00097169
1,2,22.5,120,0.0053693
1,2,22.5,180,0.0054536
1,2,22.5,240,0.00096318
1,2,22.5,300,0.00040561
1,2,27.5,0,0.00033637
1,2,27.5,60,0.00087325
1,2,27.5,120,0.0083275
1,2,27.5,180,0.0084163
1,2,27.5,240,0.00086443
1,2,27.5,300,0.00033223
1,2,32.5,0,0.00027408
1,2,32.5,60,0.0007877
1,2,32.5,120,0.013657
1,2,32.5,180,0.013765
1,2,32.5,240,0.00080062
1,2,32.5,300,0.00028011
1,2,37.5,0,0.00024368
1,2,37.5,60,0.00071382
1,2,37.5,120,0.042025
1,2,37.5,180,0.042338
1,2,37.5,240,0.00070634
1,2,37.5,300,0.00022533
1,2,42.500004,0,0.00017553
1,2,42.500004,60,0.00054351
1,2,42.500004,120,0.058873
1,2,42.500004,180,0.4545
1,2,42.500004,240,0.00052978
1,2,42.500004,300,0.00019311
1,2,47.499996,0,0.00015532
1,2,47.499996,60,0.00050397
1,2,47.499996,120,0.011662
1,2,47.499996,180,0.011747
1,2,47.499996,240,0.00048584
1,2,47.499996,300,0.00016246
1,2,52.5,0,0.00014059
1,2,52.5,60,0.00037373
1,2,52.5,120,0.005984
1,2,52.5,180,0.0059837
1,2,52.5,240,0.0003692
1,2,52.5,300,0.00013425
1,2,57.5,0,0.00011036
1,2,57.5,60,0.00031585
1,2,57.5,120,0.0033176
1,2,57.5,180,0.0033084
1,2,57.5,240,0.00031042
1,2,57.5,300,0.00010927
1,2,62.5,0,9.6983e-05
1,2,62.5,60,0.00025288
1,2,62.5,120,0.0020003
1,2,62.5,180,0.0019836
1,2,62.5,240,0.0002446
1,2,62.5,300,9.2174e-05
1,2,67.5,0,7.1341e-05
1,2,67.5,60,0.00017704
1,2,67.5,120,0.0012249
1,2,67.5,180,0.0011894
1,2,67.5,240,0.0001806
1,2,67.5,300,7.1651e-05
1,2,72.500008,0,6.2576e-05
1,2,72.500008,60,0.00013832
1,2,72.500008,120,0.00076541
1,2,72.500008,180,0.00075129
1,2,72.500008,240,0.00014385
1,2,72.500008,300,6.0668e-05
1,2,77.500008,0,4.4276e-05
1,2,77.500008,60,0.0001059
1,2,77.500008,120,0.00049869
1,2,77.500008,180,0.00050698
1,2,77.500008,240,0.00010875
1,2,77.500008,300,4.6089e-05
1,2,82.5,0,3.2978e-05
1,2,82.5,60,8.1176e-05
1,2,82.5,120,0.00032893
1,2,82.5,180,0.00033697
1,2,82.5,240,8.4559e-05
1,2,82.5,300,3.7206e-05
1,2,87.5,0,3.5155e-05
1,2,87.5,60,8.0354e-05
1,2,87.5,120,0.00020967
1,2,87.5,180,0.00025111
1,2,87.5,240,7.2821e-05
1,2,87.5,300,2.8877e-05
1,2,92.5,0,4.0177e-05
1,2,92.5,60,4.2688e-05
1,2,92.5,120,0.00012806
1,2,92.5,180,0.00014564
1,2,92.5,240,3.8921e-05
1,2,92.5,300,2.5111e-05
1,2,97.5,0,2.4522e-05
1,2,97.5,60,4.4393e-05
1,2,97.5,120,9.5128e-05
1,2,97.5,180,0.00011711
1,2,97.5,240,4.1434e-05
1,2,97.5,300,2.5368e-05
1,2,102.500008,0,2.0973e-05
1,2,102.500008,60,3.858e-05
1,2,102.500008,120,7.6642e-05
1,2,102.500008,180,8.0008e-05
1,2,102.500008,240,3.7803e-05
1,2,102.500008,300,2.2268e-05
1,2,107.5,0,2.1558e-05
1,2,107.5,60,3.1288e-05
1,2,107.5,120,6.4293e-05
1,2,107.5,180,6.2194e-05
1,2,107.5,240,3.0143e-05
1,2,107.5,300,1.8887e-05
1,2,112.500008,0,1.6868e-05
1,2,112.500008,60,2.3832e-05
1,2,112.500008,120,4.5343e-05
1,2,112.500008,180,4.4569e-05
1,2,112.500008,240,2.4296e-05
1,2,112.500008,300,1.888e-05
1,2,117.5,0,1.8435e-05
1,2,117.5,60,1.9637e-05
1,2,117.5,120,3.7003e-05
1,2,117.5,180,3.7805e-05
1,2,117.5,240,2.311e-05
1,2,117.5,300,1.7233e-05
1,2,122.500008,0,1.7145e-05
1,2,122.500008,60,1.968e-05
1,2,122.500008,120,3.1754e-05
1,2,122.500008,180,2.8977e-05
1,2,122.500008,240,1.968e-05
1,2,122.500008,300,1.9077e-05
1,2,127.5,0,1.7673e-05
1,2,127.5,60,1.6993e-05
1,2,127.5,120,2.5829e-05
1,2,127.5,180,2.7415e-05
1,2,127.5,240,1.7559e-05
1,2,127.5,300,1.6427e-05
1,2,132.5,0,1.2632e-05
1,2,132.5,60,1.6806e-05
1,2,132.5,120,2.109e-05
1,2,132.5,180,2.131e-05
1,2,132.5,240,1.7246e-05
1,2,132.5,300,1.384e-05
1,2,137.5,0,1.6477e-05
1,2,137.5,60,1.5159e-05
1,2,137.5,120,1.7355e-05
1,2,137.5,180,2.153e-05
1,2,137.5,240,1.3401e-05
1,2,137.5,300,1.9443e-05
1,2,142.500015,0,1.586e-05
1,2,142.500015,60,1.3821e-05
1,2,142.500015,120,1.9485e-05
1,2,142.500015,180,1.6993e-05
1,2,142.500015,240,1.7106e-05
1,2,142.500015,300,1.6653e-05
1,2,147.5,0,1.4972e-05
1,2,147.5,60,1.3402e-05
1,2,147.5,120,1.63e-05
1,2,147.5,180,1.7507e-05
1,2,147.5,240,1.3281e-05
1,2,147.5,300,1.4851e-05
1,2,152.500015,0,1.2824e-05
1,2,152.500015,60,1.1488e-05
1,2,152.500015,120,1.416e-05
1,2,152.500015,180,1.4561e-05
1,2,152.500015,240,1.2958e-05
1,2,152.500015,300,1.3893e-05
1,2,157.5,0,1.1297e-05
1,2,157.5,60,1.3928e-05
1,2,157.5,120,1.2071e-05
1,2,157.5,180,1.4856e-05
1,2,157.5,240,1.2999e-05
1,2,157.5,300,1.238e-05
1,2,162.5,0,1.221e-05
1,2,162.5,60,1.1638e-05
1,2,162.5,120,1.3164e-05
1,2,162.5,180,1.3355e-05
1,2,162.5,240,1.221e-05
1,2,162.5,300,1.3545e-05
1,2,167.5,0,1.45e-05
1,2,167.5,60,1.3723e-05
1,2,167.5,120,1.3464e-05
1,2,167.5,180,1.3205e-05
1,2,167.5,240,9.8392e-06
1,2,167.5,300,1.3205e-05
1,2,172.5,0,1.1838e-05
1,2,172.5,60,1.5643e-05
1,2,172.5,120,1.4375e-05
1,2,172.5,180,1.5643e-05
1,2,172.5,240,1.0993e-05
1,2,172.5,300,8.0331e-06
1,2,177.5,0,1.1293e-05
1,2,177.5,60,6.2737e-06
1,2,177.5,120,2.0076e-05
1,2,177.5,180,1.6312e-05
1,2,177.5,240,6.2737e-06
1,2,177.5,300,1.7566e-05
1,2.1,2.5,0,0.001246
1,2.1,2.5,60,0.00063365
1,2.1,2.5,120,0.0019022
1,2.1,2.5,180,0.0018282
1,2.1,2.5,240,0.00065372
1,2.1,2.5,300,0.0013125
1,2.1,7.5,0,0.00073693
1,2.1,7.5,60,0.0013432
1,2.1,7.5,120,0.0016781
1,2.1,7.5,180,0.0017043
1,2.1,7.5,240,0.0013479
1,2.1,7.5,300,0.00073228
1,2.1,12.500001,0,0.00063048
1,2.1,12.500001,60,0.0011178
1,2.1,12.500001,120,0.0024342
1,2.1,12.500001,180,0.0024771
1,2.1,12.500001,240,0.0011152
1,2.1,12.500001,300,0.0006279
1,2.1,17.5,0,0.00050633
1,2.1,17.5,60,0.00097336
1,2.1,17.5,120,0.0034445
1,2.1,17.5,180,0.0035208
1,2.1,17.5,240,0.00094627
1,2.1,17.5,300,0.00048897
1,2.1,22.5,0,0.00037682
1,2.1,22.5,60,0.00090391
1,2.1,22.5,120,0.00499
1,2.1,22.5,180,0.00504
1,2.1,22.5,240,0.00089973
1,2.1,22.5,300,0.00038007
1,2.1,27.5,0,0.00031152
1,2.1,27.5,60,0.00080846
1,2.1,27.5,120,0.0076904
1,2.1,27.5,180,0.0077679
1,2.1,27.5,240,0.00080539
1,2.1,27.5,300,0.00030965
1,2.1,32.5,0,0.00025802
1,2.1,32.5,60,0.00072395
1,2.1,32.5,120,0.012542
1,2.1,32.5,180,0.012637
1,2.1,32.5,240,0.00074279
1,2.1,32.5,300,0.00025717
1,2.1,37.5,0,0.0002217
1,2.1,37.5,60,0.00066284
1,2.1,37.5,120,0.038099
1,2.1,37.5,180,0.038379
1,2.1,37.5,240,0.00064789
1,2.1,37.5,300,0.00021219
1,2.1,42.500004,0,0.0001629
1,2.1,42.500004,60,0.00050056
1,2.1,42.500004,120,0.052946
1,2.1,42.500004,180,0.38908
1,2.1,42.500004,240,0.00048936
1,2.1,42.500004,300,0.00017597
1,2.1,47.499996,0,0.00013961
1,2.1,47.499996,60,0.00045278
1,2.1,47.499996,120,0.010518
1,2.1,47.499996,180,0.010618
1,2.1,47.499996,240,0.000443
1,2.1,47.499996,300,0.00015016
1,2.1,52.5,0,0.0001313
1,2.1,52.5,60,0.00033816
1,2.1,52.5,120,0.0053765
1,2.1,52.5,180,0.005361
1,2.1,52.5,240,0.00033193
1,2.1,52.5,300,0.00012269
1,2.1,57.5,0,0.00010251
1,2.1,57.5,60,0.00028555
1,2.1,57.5,120,0.0029716
1,2.1,57.5,180,0.0029515
1,2.1,57.5,240,0.00028132
1,2.1,57.5,300,9.8644e-05
1,2.1,62.5,0,8.6163e-05
1,2.1,62.5,60,0.00022229
1,2.1,62.5,120,0.0017699
1,2.1,62.5,180,0.0017605
1,2.1,62.5,240,0.00021147
1,2.1,62.5,300,8.2957e-05
1,2.1,67.5,0,6.283e-05
1,2.1,67.5,60,0.00015615
1,2.1,67.5,120,0.0010936
1,2.1,67.5,180,0.0010464
1,2.1,67.5,240,0.00015955
1,2.1,67.5,300,6.2211e-05
1,2.1,72.500008,0,5.4182e-05
1,2.1,72.500008,60,0.00012687
1,2.1,72.500008,120,0.00068967
1,2.1,72.500008,180,0.00064942
1,2.1,72.500008,240,0.00012591
1,2.1,72.500008,300,5.3037e-05
1,2.1,77.500008,0,3.5732e-05
1,2.1,77.500008,60,9.399e-05
1,2.1,77.500008,120,0.00044794
1,2.1,77.500008,180,0.00044587
1,2.1,77.500008,240,9.1142e-05
1,2.1,77.500008,300,4.2205e-05
1,2.1,82.5,0,2.8327e-05
1,2.1,82.5,60,7.4834e-05
1,2.1,82.5,120,0.00028496
1,2.1,82.5,180,0.00029511
1,2.1,82.5,240,7.2298e-05
1,2.1,82.5,300,3.2555e-05
1,2.1,87.5,0,2.5111e-05
1,2.1,87.5,60,5.5243e-05
1,2.1,87.5,120,0.00019335
1,2.1,87.5,180,0.00020591
1,2.1,87.5,240,6.2777e-05
1,2.1,87.5,300,2.5111e-05
1,2.1,92.5,0,2.0089e-05
1,2.1,92.5,60,4.3944e-05
1,2.1,92.5,120,0.00012806
1,2.1,92.5,180,0.00010672
1,2.1,92.5,240,4.1433e-05
1,2.1,92.5,300,3.0133e-05
1,2.1,97.5,0,2.0294e-05
1,2.1,97.5,60,3.932e-05
1,2.1,97.5,120,9.1746e-05
1,2.1,97.5,180,9.1323e-05
1,2.1,97.5,240,3.5515e-05
1,2.1,97.5,300,2.3254e-05
1,2.1,102.500008,0,1.9161e-05
1,2.1,102.500008,60,3.2884e-05
1,2.1,102.500008,120,6.6026e-05
1,2.1,102.500008,180,7.0169e-05
1,2.1,102.500008,240,3.2107e-05
1,2.1,102.500008,300,1.9419e-05
1,2.1,107.5,0,1.8124e-05
1,2.1,107.5,60,2.4611e-05
1,2.1,107.5,120,5.5135e-05
1,2.1,107.5,180,4.9412e-05
1,2.1,107.5,240,2.7472e-05
1,2.1,107.5,300,1.5453e-05
1,2.1,112.500008,0,1.6559e-05
1,2.1,112.500008,60,1.9963e-05
1,2.1,112.500008,120,4.0236e-05
1,2.1,112.500008,180,3.7295e-05
1,2.1,112.500008,240,1.9344e-05
1,2.1,112.500008,300,1.5785e-05
1,2.1,117.5,0,1.6431e-05
1,2.1,117.5,60,1.6698e-05
1,2.1,117.5,120,3.1927e-05
1,2.1,117.5,180,3.3263e-05
1,2.1,117.5,240,1.9103e-05
1,2.1,117.5,300,1.3759e-05
1,2.1,122.500008,0,1.5455e-05
1,2.1,122.500008,60,1.8232e-05
1,2.1,122.500008,120,2.8615e-05
1,2.1,122.500008,180,2.6563e-05
1,2.1,122.500008,240,1.799e-05
1,2.1,122.500008,300,1.7386e-05
1,2.1,127.5,0,1.5973e-05
1,2.1,127.5,60,1.5294e-05
1,2.1,127.5,120,2.2884e-05
1,2.1,127.5,180,2.0732e-05
1,2.1,127.5,240,1.6087e-05
1,2.1,127.5,300,1.4614e-05
1,2.1,132.5,0,1.1424e-05
1,2.1,132.5,60,1.5378e-05
1,2.1,132.5,120,2.0321e-05
1,2.1,132.5,180,1.8564e-05
1,2.1,132.5,240,1.6477e-05
1,2.1,132.5,300,1.2632e-05
1,2.1,137.5,0,1.4829e-05
1,2.1,137.5,60,1.2852e-05
1,2.1,137.5,120,1.5159e-05
1,2.1,137.5,180,1.7575e-05
1,2.1,137.5,240,1.1314e-05
1,2.1,137.5,300,1.6696e-05
1,2.1,142.500015,0,1.4727e-05
1,2.1,142.500015,60,1.1782e-05
1,2.1,142.500015,120,1.7786e-05
1,2.1,142.500015,180,1.6653e-05
1,2.1,142.500015,240,1.3934e-05
1,2.1,142.500015,300,1.2348e-05
1,2.1,147.5,0,1.3281e-05
1,2.1,147.5,60,1.1712e-05
1,2.1,147.5,120,1.4489e-05
1,2.1,147.5,180,1.3885e-05
1,2.1,147.5,240,1.1832e-05
1,2.1,147.5,300,1.3523e-05
1,2.1,152.500015,0,1.1622e-05
1,2.1,152.500015,60,9.7517e-06
1,2.1,152.500015,120,1.2958e-05
1,2.1,152.500015,180,1.2023e-05
1,2.1,152.500015,240,9.4846e-06
1,2.1,152.500015,300,1.2557e-05
1,2.1,157.5,0,1.0987e-05
1,2.1,157.5,60,1.2535e-05
1,2.1,157.5,120,1.0678e-05
1,2.1,157.5,180,1.2844e-05
1,2.1,157.5,240,1.1761e-05
1,2.1,157.5,300,9.5947e-06
1,2.1,162.5,0,1.0302e-05
1,2.1,162.5,60,1.0111e-05
1,2.1,162.5,120,1.1447e-05
1,2.1,162.5,180,1.0874e-05
1,2.1,162.5,240,1.0684e-05
1,2.1,162.5,300,1.2019e-05
1,2.1,167.5,0,1.1393e-05
1,2.1,167.5,60,1.2428e-05
1,2.1,167.5,120,1.2687e-05
1,2.1,167.5,180,1.3205e-05
1,2.1,167.5,240,8.8035e-06
1,2.1,167.5,300,1.1911e-05
1,2.1,172.5,0,9.3015e-06
1,2.1,172.5,60,1.5643e-05
1,2.1,172.5,120,1.1838e-05
1,2.1,172.5,180,1.4798e-05
1,2.1,172.5,240,8.4559e-06
1,2.1,172.5,300,7.1875e-06
1,2.1,177.5,0,1.0038e-05
1,2.1,177.5,60,2.5095e-06
1,2.1,177.5,120,1.8821e-05
1,2.1,177.5,180,1.1293e-05
1,2.1,177.5,240,6.2737e-06
1,2.1,177.5,300,1.2547e-05
1,2.2,2.5,0,0.0011519
1,2.2,2.5,60,0.00059098
1,2.2,2.5,120,0.0017868
1,2.2,2.5,180,0.0016776
1,2.2,2.5,240,0.0006211
1,2.2,2.5,300,0.0012083
1,2.2,7.5,0,0.00069084
1,2.2,7.5,60,0.0012451
1,2.2,7.5,120,0.0015618
1,2.2,7.5,180,0.0015834
1,2.2,7.5,240,0.0012688
1,2.2,7.5,300,0.0006938
1,2.2,12.500001,0,0.00058595
1,2.2,12.500001,60,0.0010427
1,2.2,12.500001,120,0.0022563
1,2.2,12.500001,180,0.0022977
1,2.2,12.500001,240,0.001031
1,2.2,12.500001,300,0.00059216
1,2.2,17.5,0,0.00046951
1,2.2,17.5,60,0.0009022
1,2.2,17.5,120,0.0032019
1,2.2,17.5,180,0.0032663
1,2.2,17.5,240,0.00088617
1,2.2,17.5,300,0.0004573
1,2.2,22.5,0,0.00035237
1,2.2,22.5,60,0.00084542
1,2.2,22.5,120,0.0046136
1,2.2,22.5,180,0.0046587
1,2.2,22.5,240,0.00083567
1,2.2,22.5,300,0.00035763
1,2.2,27.5,0,0.00028601
1,2.2,27.5,60,0.00074915
1,2.2,27.5,120,0.0070866
1,2.2,27.5,180,0.0071439
1,2.2,27.5,240,0.00075155
1,2.2,27.5,300,0.00029001
1,2.2,32.5,0,0.00023918
1,2.2,32.5,60,0.00066238
1,2.2,32.5,120,0.011469
1,2.2,32.5,180,0.011562
1,2.2,32.5,240,0.00068423
1,2.2,32.5,300,0.00023749
1,2.2,37.5,0,0.00020063
1,2.2,37.5,60,0.00060677
1,2.2,37.5,120,0.034428
1,2.2,37.5,180,0.034705
1,2.2,37.5,240,0.00059374
1,2.2,37.5,300,0.00019315
1,2.2,42.500004,0,0.00014752
1,2.2,42.500004,60,0.00045728
1,2.2,42.500004,120,0.047531
1,2.2,42.500004,180,0.33319
1,2.2,42.500004,240,0.00045377
1,2.2,42.500004,300,0.0001618
1,2.2,47.499996,0,0.0001294
1,2.2,47.499996,60,0.00040906
1,2.2,47.499996,120,0.0094973
1,2.2,47.499996,180,0.0095633
1,2.2,47.499996,240,0.000405
1,2.2,47.499996,300,0.00013566
1,2.2,52.5,0,0.00011657
1,2.2,52.5,60,0.0003035
1,2.2,52.5,120,0.0048272
1,2.2,52.5,180,0.0048081
1,2.2,52.5,240,0.00029545
1,2.2,52.5,300,0.00011159
1,2.2,57.5,0,9.1641e-05
1,2.2,57.5,60,0.00025705
1,2.2,57.5,120,0.0026435
1,2.2,57.5,180,0.0026367
1,2.2,57.5,240,0.0002544
1,2.2,57.5,300,8.6329e-05
1,2.2,62.5,0,7.5476e-05
1,2.2,62.5,60,0.0001933
1,2.2,62.5,120,0.0015688
1,2.2,62.5,180,0.0015635
1,2.2,62.5,240,0.00018421
1,2.2,62.5,300,7.0533e-05
1,2.2,67.5,0,5.6949e-05
1,2.2,67.5,60,0.00014284
1,2.2,67.5,120,0.0009443
1,2.2,67.5,180,0.0009313
1,2.2,67.5,240,0.0001416
1,2.2,67.5,300,5.7568e-05
1,2.2,72.500008,0,4.9221e-05
1,2.2,72.500008,60,0.00010913
1,2.2,72.500008,120,0.00059657
1,2.2,72.500008,180,0.00057692
1,2.2,72.500008,240,0.00010874
1,2.2,72.500008,300,4.5406e-05
1,2.2,77.500008,0,3.133e-05
1,2.2,77.500008,60,8.1303e-05
1,2.2,77.500008,120,0.00039486
1,2.2,77.500008,180,0.00038192
1,2.2,77.500008,240,8.3633e-05
1,2.2,77.500008,300,3.6509e-05
1,2.2,82.5,0,2.579e-05
1,2.2,82.5,60,6.2573e-05
1,2.2,82.5,120,0.00026636
1,2.2,82.5,180,0.00026002
1,2.2,82.5,240,6.2996e-05
1,2.2,82.5,300,3.0441e-05
1,2.2,87.5,0,2.0089e-05
1,2.2,87.5,60,4.771e-05
1,2.2,87.5,120,0.00018456
1,2.2,87.5,180,0.00019461
1,2.2,87.5,240,4.1433e-05
1,2.2,87.5,300,2.5111e-05
1,2.2,92.5,0,7.5332e-06
1,2.2,92.5,60,4.1433e-05
1,2.2,92.5,120,0.00010044
1,2.2,92.5,180,0.00010923
1,2.2,92.5,240,3.641e-05
1,2.2,92.5,300,2.0089e-05
1,2.2,97.5,0,1.6066e-05
1,2.2,97.5,60,3.7206e-05
1,2.2,97.5,120,8.8786e-05
1,2.2,97.5,180,7.7371e-05
1,2.2,97.5,240,3.0441e-05
1,2.2,97.5,300,2.4099e-05
1,2.2,102.500008,0,1.683e-05
1,2.2,102.500008,60,2.8223e-05
1,2.2,102.500008,120,5.9294e-05
1,2.2,102.500008,180,6.1883e-05
1,2.2,102.500008,240,2.5634e-05
1,2.2,102.500008,300,1.6312e-05
1,2.2,107.5,0,1.4881e-05
1,2.2,107.5,60,2.0032e-05
1,2.2,107.5,120,5.1129e-05
1,2.2,107.5,180,3.8919e-05
1,2.2,107.5,240,2.2894e-05
1,2.2,107.5,300,1.4881e-05
1,2.2,112.500008,0,1.5166e-05
1,2.2,112.500008,60,1.9963e-05
1,2.2,112.500008,120,3.7141e-05
1,2.2,112.500008,180,3.1105e-05
1,2.2,112.500008,240,1.7023e-05
1,2.2,112.500008,300,1.4392e-05
1,2.2,117.5,0,1.3359e-05
1,2.2,117.5,60,1.3626e-05
1,2.2,117.5,120,2.7118e-05
1,2.2,117.5,180,2.7519e-05
1,2.2,117.5,240,1.5763e-05
1,2.2,117.5,300,1.1622e-05
1,2.2,122.500008,0,1.2919e-05
1,2.2,122.500008,60,1.473e-05
1,2.2,122.500008,120,2.3665e-05
1,2.2,122.500008,180,2.3423e-05
1,2.2,122.500008,240,1.5696e-05
1,2.2,122.500008,300,1.4247e-05
1,2.2,127.5,0,1.4161e-05
1,2.2,127.5,60,1.3028e-05
1,2.2,127.5,120,1.9372e-05
1,2.2,127.5,180,1.8466e-05
1,2.2,127.5,240,1.4274e-05
1,2.2,127.5,300,1.3594e-05
1,2.2,132.5,0,1.0216e-05
1,2.2,132.5,60,1.3621e-05
1,2.2,132.5,120,1.7795e-05
1,2.2,132.5,180,1.5928e-05
1,2.2,132.5,240,1.3621e-05
1,2.2,132.5,300,1.1644e-05
1,2.2,137.5,0,1.2632e-05
1,2.2,137.5,60,1.1094e-05
1,2.2,137.5,120,1.4609e-05
1,2.2,137.5,180,1.5159e-05
1,2.2,137.5,240,9.7762e-06
1,2.2,137.5,300,1.5159e-05
1,2.2,142.500015,0,1.1782e-05
1,2.2,142.500015,60,9.7427e-06
1,2.2,142.500015,120,1.4727e-05
1,2.2,142.500015,180,1.4387e-05
1,2.2,142.500015,240,1.1782e-05
1,2.2,142.500015,300,1.2008e-05
1,2.2,147.5,0,1.2436e-05
1,2.2,147.5,60,1.0504e-05
1,2.2,147.5,120,1.3885e-05
1,2.2,147.5,180,1.0867e-05
1,2.2,147.5,240,1.0625e-05
1,2.2,147.5,300,1.2195e-05
1,2.2,152.500015,0,1.0152e-05
1,2.2,152.500015,60,8.4159e-06
1,2.2,152.500015,120,1.3091e-05
1,2.2,152.500015,180,1.0286e-05
1,2.2,152.500015,240,8.0151e-06
1,2.2,152.500015,300,1.042e-05
1,2.2,157.5,0,8.8209e-06
1,2.2,157.5,60,1.0678e-05
1,2.2,157.5,120,8.5114e-06
1,2.2,157.5,180,1.0214e-05
1,2.2,157.5,240,9.7494e-06
1,2.2,157.5,300,8.6662e-06
1,2.2,162.5,0,9.1574e-06
1,2.2,162.5,60,7.2496e-06
1,2.2,162.5,120,8.5851e-06
1,2.2,162.5,180,9.9206e-06
1,2.2,162.5,240,9.7298e-06
1,2.2,162.5,300,1.0684e-05
1,2.2,167.5,0,9.3213e-06
1,2.2,167.5,60,1.1134e-05
1,2.2,167.5,120,1.1652e-05
1,2.2,167.5,180,1.1134e-05
1,2.2,167.5,240,7.5089e-06
1,2.2,167.5,300,1.1134e-05
1,2.2,172.5,0,8.0331e-06
1,2.2,172.5,60,1.3107e-05
1,2.2,172.5,120,1.1415e-05
1,2.2,172.5,180,1.1838e-05
1,2.2,172.5,240,7.6103e-06
1,2.2,172.5,300,6.7647e-06
1,2.2,177.5,0,7.5285e-06
1,2.2,177.5,60,2.5095e-06
1,2.2,177.5,120,2.0076e-05
1,2.2,177.5,180,8.7832e-06
1,2.2,177.5,240,7.5285e-06
1,2.2,177.5,300,8.7832e-06
1,2.3,2.5,0,0.0010728
1,2.3,2.5,60,0.00056463
1,2.3,2.5,120,0.0016676
1,2.3,2.5,180,0.0015709
1,2.3,2.5,240,0.00060353
1,2.3,2.5,300,0.0011318
1,2.3,7.5,0,0.00064053
1,2.3,7.5,60,0.0011534
1,2.3,7.5,120,0.001443
1,2.3,7.5,180,0.0014848
1,2.3,7.5,240,0.0011821
1,2.3,7.5,300,0.00064856
1,2.3,12.500001,0,0.00054374
1,2.3,12.500001,60,0.00096864
