"Wavelength","depth","alpha","phi","radiance"
2,2,17.5,240,0.0050374
2,2,17.5,300,0.0044417
2,2,22.5,0,0.004094
2,2,22.5,60,0.0047396
2,2,22.5,120,0.0057607
2,2,22.5,180,0.0057384
2,2,22.5,240,0.0047361
2,2,22.5,300,0.0040833
2,2,27.5,0,0.0037086
2,2,27.5,60,0.004378
2,2,27.5,120,0.0055025
2,2,27.5,180,0.0054136
2,2,27.5,240,0.0043447
2,2,27.5,300,0.0036725
2,2,32.5,0,0.0033045
2,2,32.5,60,0.0039874
2,2,32.5,120,0.005061
2,2,32.5,180,0.0050598
2,2,32.5,240,0.0039602
2,2,32.5,300,0.003295
2,2,37.5,0,0.0029998
2,2,37.5,60,0.0035996
2,2,37.5,120,0.004572
2,2,37.5,180,0.004588
2,2,37.5,240,0.0035785
2,2,37.5,300,0.0029435
2,2,42.500004,0,0.0026308
2,2,42.500004,60,0.0031369
2,2,42.500004,120,0.0040377
2,2,42.500004,180,0.0041098
2,2,42.500004,240,0.0032035
2,2,42.500004,300,0.0026321
2,2,47.499996,0,0.002323
2,2,47.499996,60,0.0027728
2,2,47.499996,120,0.0035522
2,2,47.499996,180,0.0035569
2,2,47.499996,240,0.0028428
2,2,47.499996,300,0.0023252
2,2,52.5,0,0.0020274
2,2,52.5,60,0.0024215
2,2,52.5,120,0.0030548
2,2,52.5,180,0.003041
2,2,52.5,240,0.0024155
2,2,52.5,300,0.0020115
2,2,57.5,0,0.0017692
2,2,57.5,60,0.0020958
2,2,57.5,120,0.0025882
2,2,57.5,180,0.0025758
2,2,57.5,240,0.0020847
2,2,57.5,300,0.0017458
2,2,62.5,0,0.0015129
2,2,62.5,60,0.0017758
2,2,62.5,120,0.002173
2,2,62.5,180,0.0021477
2,2,62.5,240,0.0018049
2,2,62.5,300,0.0015469
2,2,67.5,0,0.001327
2,2,67.5,60,0.0015157
2,2,67.5,120,0.0018166
2,2,67.5,180,0.0018304
2,2,67.5,240,0.0015113
2,2,67.5,300,0.0013269
2,2,72.500008,0,0.0011449
2,2,72.500008,60,0.0013051
2,2,72.500008,120,0.0015283
2,2,72.500008,180,0.0015054
2,2,72.500008,240,0.0012796
2,2,72.500008,300,0.0011577
2,2,77.500008,0,0.00095311
2,2,77.500008,60,0.0011033
2,2,77.500008,120,0.0012977
2,2,77.500008,180,0.0012716
2,2,77.500008,240,0.0010888
2,2,77.500008,300,0.0009777
2,2,82.5,0,0.00083417
2,2,82.5,60,0.00094833
2,2,82.5,120,0.0010988
2,2,82.5,180,0.0010621
2,2,82.5,240,0.00094663
2,2,82.5,300,0.00083333
2,2,87.5,0,0.0007483
2,2,87.5,60,0.00079978
2,2,87.5,120,0.00093537
2,2,87.5,180,0.00095421
2,2,87.5,240,0.00077969
2,2,87.5,300,0.00073072
2,2,92.5,0,0.00061647
2,2,92.5,60,0.00069556
2,2,92.5,120,0.00071565
2,2,92.5,180,0.00073825
2,2,92.5,240,0.00064911
2,2,92.5,300,0.00061898
2,2,97.5,0,0.00053187
2,2,97.5,60,0.00056612
2,2,97.5,120,0.00065026
2,2,97.5,180,0.00061432
2,2,97.5,240,0.00054794
2,2,97.5,300,0.00053991
2,2,102.500008,0,0.00048626
2,2,102.500008,60,0.00051604
2,2,102.500008,120,0.00054685
2,2,102.500008,180,0.00054789
2,2,102.500008,240,0.00049507
2,2,102.500008,300,0.00046503
2,2,107.5,0,0.00041895
2,2,107.5,60,0.00043555
2,2,107.5,120,0.00047161
2,2,107.5,180,0.00048096
2,2,107.5,240,0.00042086
2,2,107.5,300,0.00040102
2,2,112.500008,0,0.0003598
2,2,112.500008,60,0.00039477
2,2,112.500008,120,0.00041226
2,2,112.500008,180,0.00041582
2,2,112.500008,240,0.00039462
2,2,112.500008,300,0.00035144
2,2,117.5,0,0.00031379
2,2,117.5,60,0.00034278
2,2,117.5,120,0.00036963
2,2,117.5,180,0.00036763
2,2,117.5,240,0.00033343
2,2,117.5,300,0.0003166
2,2,122.500008,0,0.00028253
2,2,122.500008,60,0.00030511
2,2,122.500008,120,0.0003272
2,2,122.500008,180,0.00032539
2,2,122.500008,240,0.00029992
2,2,122.500008,300,0.00029895
2,2,127.5,0,0.0002609
2,2,127.5,60,0.00027415
2,2,127.5,120,0.00028945
2,2,127.5,180,0.00027789
2,2,127.5,240,0.0002703
2,2,127.5,300,0.00026736
2,2,132.5,0,0.00024869
2,2,132.5,60,0.00025045
2,2,132.5,120,0.00025209
2,2,132.5,180,0.00026582
2,2,132.5,240,0.0002533
2,2,132.5,300,0.00023935
2,2,137.5,0,0.00021255
2,2,137.5,60,0.00022408
2,2,137.5,120,0.00023111
2,2,137.5,180,0.000241
2,2,137.5,240,0.00023792
2,2,137.5,300,0.00022441
2,2,142.500015,0,0.00020777
2,2,142.500015,60,0.00021241
2,2,142.500015,120,0.00021298
2,2,142.500015,180,0.00022272
2,2,142.500015,240,0.00020516
2,2,142.500015,300,0.00020346
2,2,147.5,0,0.00019306
2,2,147.5,60,0.00019825
2,2,147.5,120,0.00020997
2,2,147.5,180,0.00020489
2,2,147.5,240,0.00019886
2,2,147.5,300,0.00019065
2,2,152.500015,0,0.00018502
2,2,152.500015,60,0.00018849
2,2,152.500015,120,0.00019023
2,2,152.500015,180,0.00018448
2,2,152.500015,240,0.00019089
2,2,152.500015,300,0.00018849
2,2,157.5,0,0.00019886
2,2,157.5,60,0.00018911
2,2,157.5,120,0.00018261
2,2,157.5,180,0.00018431
2,2,157.5,240,0.00018044
2,2,157.5,300,0.00018648
2,2,162.5,0,0.00017323
2,2,162.5,60,0.00017342
2,2,162.5,120,0.00017571
2,2,162.5,180,0.00017533
2,2,162.5,240,0.00017933
2,2,162.5,300,0.00017266
2,2,167.5,0,0.00016468
2,2,167.5,60,0.00016597
2,2,167.5,120,0.00018461
2,2,167.5,180,0.00016986
2,2,167.5,240,0.00017503
2,2,167.5,300,0.00016468
2,2,172.5,0,0.00017588
2,2,172.5,60,0.00016404
2,2,172.5,120,0.00017208
2,2,172.5,180,0.0001763
2,2,172.5,240,0.00016278
2,2,172.5,300,0.00018392
2,2,177.5,0,0.00017943
2,2,177.5,60,0.00018445
2,2,177.5,120,0.0001581
2,2,177.5,180,0.00017692
2,2,177.5,240,0.0001581
2,2,177.5,300,0.00016563
2,2.1,2.5,0,0.0044706
2,2.1,2.5,60,0.0046915
2,2.1,2.5,120,0.0047718
2,2.1,2.5,180,0.0046576
2,2.1,2.5,240,0.0045045
2,2.1,2.5,300,0.0044556
2,2.1,7.5,0,0.0042723
2,2.1,7.5,60,0.004559
2,2.1,7.5,120,0.0048186
2,2.1,7.5,180,0.0048744
2,2.1,7.5,240,0.0046359
2,2.1,7.5,300,0.0043087
2,2.1,12.500001,0,0.0040527
2,2.1,12.500001,60,0.0044377
2,2.1,12.500001,120,0.0049098
2,2.1,12.500001,180,0.0049685
2,2.1,12.500001,240,0.0044214
2,2.1,12.500001,300,0.0041037
2,2.1,17.5,0,0.0037082
2,2.1,17.5,60,0.0041947
2,2.1,17.5,120,0.0048286
2,2.1,17.5,180,0.0048632
2,2.1,17.5,240,0.0042231
2,2.1,17.5,300,0.0037542
2,2.1,22.5,0,0.0034536
2,2.1,22.5,60,0.0039262
2,2.1,22.5,120,0.0046776
2,2.1,22.5,180,0.0046721
2,2.1,22.5,240,0.0039476
2,2.1,22.5,300,0.0034296
2,2.1,27.5,0,0.0031184
2,2.1,27.5,60,0.0036387
2,2.1,27.5,120,0.0044682
2,2.1,27.5,180,0.0044398
2,2.1,27.5,240,0.0035893
2,2.1,27.5,300,0.003124
2,2.1,32.5,0,0.0027719
2,2.1,32.5,60,0.0033366
2,2.1,32.5,120,0.0040695
2,2.1,32.5,180,0.0041054
2,2.1,32.5,240,0.003291
2,2.1,32.5,300,0.0027764
2,2.1,37.5,0,0.002534
2,2.1,37.5,60,0.0029628
2,2.1,37.5,120,0.0036961
2,2.1,37.5,180,0.0037173
2,2.1,37.5,240,0.0029782
2,2.1,37.5,300,0.0024732
2,2.1,42.500004,0,0.0022246
2,2.1,42.500004,60,0.0026174
2,2.1,42.500004,120,0.0032565
2,2.1,42.500004,180,0.0033008
2,2.1,42.500004,240,0.0026156
2,2.1,42.500004,300,0.0022337
2,2.1,47.499996,0,0.0019437
2,2.1,47.499996,60,0.0022786
2,2.1,47.499996,120,0.0028521
2,2.1,47.499996,180,0.0028339
2,2.1,47.499996,240,0.0023474
2,2.1,47.499996,300,0.0019773
2,2.1,52.5,0,0.0017187
2,2.1,52.5,60,0.0019894
2,2.1,52.5,120,0.002457
2,2.1,52.5,180,0.0024635
2,2.1,52.5,240,0.0020039
2,2.1,52.5,300,0.001705
2,2.1,57.5,0,0.0014864
2,2.1,57.5,60,0.0017197
2,2.1,57.5,120,0.0021035
2,2.1,57.5,180,0.0020912
2,2.1,57.5,240,0.0017566
2,2.1,57.5,300,0.0014774
2,2.1,62.5,0,0.0012713
2,2.1,62.5,60,0.0014833
2,2.1,62.5,120,0.0017635
2,2.1,62.5,180,0.0017679
2,2.1,62.5,240,0.0014601
2,2.1,62.5,300,0.0012971
2,2.1,67.5,0,0.0011223
2,2.1,67.5,60,0.0012781
2,2.1,67.5,120,0.0014855
2,2.1,67.5,180,0.001464
2,2.1,67.5,240,0.0012741
2,2.1,67.5,300,0.001098
2,2.1,72.500008,0,0.00097412
2,2.1,72.500008,60,0.0010915
2,2.1,72.500008,120,0.0012425
2,2.1,72.500008,180,0.0012403
2,2.1,72.500008,240,0.0010747
2,2.1,72.500008,300,0.00093978
2,2.1,77.500008,0,0.00080837
2,2.1,77.500008,60,0.00089122
2,2.1,77.500008,120,0.0010357
2,2.1,77.500008,180,0.0010292
2,2.1,77.500008,240,0.00089873
2,2.1,77.500008,300,0.0008208
2,2.1,82.5,0,0.00067605
2,2.1,82.5,60,0.00076906
2,2.1,82.5,120,0.00088998
2,2.1,82.5,180,0.00088702
2,2.1,82.5,240,0.00077625
2,2.1,82.5,300,0.00067858
2,2.1,87.5,0,0.00061772
2,2.1,87.5,60,0.00065413
2,2.1,87.5,120,0.00072319
2,2.1,87.5,180,0.00074077
2,2.1,87.5,240,0.00066418
2,2.1,87.5,300,0.0006127
2,2.1,92.5,0,0.00050472
2,2.1,92.5,60,0.00057754
2,2.1,92.5,120,0.0006466
2,2.1,92.5,180,0.00058257
2,2.1,92.5,240,0.00056248
2,2.1,92.5,300,0.00048589
2,2.1,97.5,0,0.00045831
2,2.1,97.5,60,0.00046761
2,2.1,97.5,120,0.00050397
2,2.1,97.5,180,0.0005361
2,2.1,97.5,240,0.00048706
2,2.1,97.5,300,0.0004359
2,2.1,102.500008,0,0.0003858
2,2.1,102.500008,60,0.0004148
2,2.1,102.500008,120,0.00043707
2,2.1,102.500008,180,0.00044509
2,2.1,102.500008,240,0.00041609
2,2.1,102.500008,300,0.00039175
2,2.1,107.5,0,0.00033654
2,2.1,107.5,60,0.00035161
2,2.1,107.5,120,0.00039262
2,2.1,107.5,180,0.00039453
2,2.1,107.5,240,0.0003579
2,2.1,107.5,300,0.00033711
2,2.1,112.500008,0,0.00029945
2,2.1,112.500008,60,0.00031585
2,2.1,112.500008,120,0.00033937
2,2.1,112.500008,180,0.00033906
2,2.1,112.500008,240,0.00032034
2,2.1,112.500008,300,0.00030146
2,2.1,117.5,0,0.00026103
2,2.1,117.5,60,0.00028908
2,2.1,117.5,120,0.00029255
2,2.1,117.5,180,0.00030431
2,2.1,117.5,240,0.00027118
2,2.1,117.5,300,0.00027051
2,2.1,122.500008,0,0.00023423
2,2.1,122.500008,60,0.00025597
2,2.1,122.500008,120,0.00026551
2,2.1,122.500008,180,0.00026212
2,2.1,122.500008,240,0.00025041
2,2.1,122.500008,300,0.00024051
2,2.1,127.5,0,0.00022
2,2.1,127.5,60,0.00022839
2,2.1,127.5,120,0.00023269
2,2.1,127.5,180,0.00023428
2,2.1,127.5,240,0.00022193
2,2.1,127.5,300,0.0002123
2,2.1,132.5,0,0.00019838
2,2.1,132.5,60,0.0001997
2,2.1,132.5,120,0.00020892
2,2.1,132.5,180,0.00021354
2,2.1,132.5,240,0.00020684
2,2.1,132.5,300,0.00020113
2,2.1,137.5,0,0.00018048
2,2.1,137.5,60,0.00018783
2,2.1,137.5,120,0.00019519
2,2.1,137.5,180,0.00020629
2,2.1,137.5,240,0.00018827
2,2.1,137.5,300,0.00018223
2,2.1,142.500015,0,0.0001705
2,2.1,142.500015,60,0.00017616
2,2.1,142.500015,120,0.00017695
2,2.1,142.500015,180,0.00018194
2,2.1,142.500015,240,0.00017537
2,2.1,142.500015,300,0.00016993
2,2.1,147.5,0,0.00015684
2,2.1,147.5,60,0.00016264
2,2.1,147.5,120,0.00016795
2,2.1,147.5,180,0.00016686
2,2.1,147.5,240,0.00016783
2,2.1,147.5,300,0.00015563
2,2.1,152.500015,0,0.00015843
2,2.1,152.500015,60,0.00015843
2,2.1,152.500015,120,0.0001599
2,2.1,152.500015,180,0.00016338
2,2.1,152.500015,240,0.00015349
2,2.1,152.500015,300,0.00015149
2,2.1,157.5,0,0.00015971
2,2.1,157.5,60,0.00015088
2,2.1,157.5,120,0.00015104
2,2.1,157.5,180,0.00015027
2,2.1,157.5,240,0.00015367
2,2.1,157.5,300,0.00015367
2,2.1,162.5,0,0.00014518
2,2.1,162.5,60,0.00014328
2,2.1,162.5,120,0.00014728
2,2.1,162.5,180,0.00015339
2,2.1,162.5,240,0.00014843
2,2.1,162.5,300,0.00014175
2,2.1,167.5,0,0.00014215
2,2.1,167.5,60,0.0001393
2,2.1,167.5,120,0.00013982
2,2.1,167.5,180,0.00013878
2,2.1,167.5,240,0.00015121
2,2.1,167.5,300,0.00015121
2,2.1,172.5,0,0.00013868
2,2.1,172.5,60,0.0001336
2,2.1,172.5,120,0.00014037
2,2.1,172.5,180,0.00013276
2,2.1,172.5,240,0.00013276
2,2.1,172.5,300,0.00014544
2,2.1,177.5,0,0.00014179
2,2.1,177.5,60,0.00013551
2,2.1,177.5,120,0.0001443
2,2.1,177.5,180,0.00013928
2,2.1,177.5,240,0.00015684
2,2.1,177.5,300,0.00013802
2,2.2,2.5,0,0.0037442
2,2.2,2.5,60,0.0038295
2,2.2,2.5,120,0.0040465
2,2.2,2.5,180,0.003965
2,2.2,2.5,240,0.0037203
2,2.2,2.5,300,0.0038345
2,2.2,7.5,0,0.003617
2,2.2,7.5,60,0.0038343
2,2.2,7.5,120,0.0040372
2,2.2,7.5,180,0.0040466
2,2.2,7.5,240,0.0038525
2,2.2,7.5,300,0.0036267
2,2.2,12.500001,0,0.0034214
2,2.2,12.500001,60,0.0036532
2,2.2,12.500001,120,0.004055
2,2.2,12.500001,180,0.0040714
2,2.2,12.500001,240,0.0036726
2,2.2,12.500001,300,0.0034448
2,2.2,17.5,0,0.0031187
2,2.2,17.5,60,0.0034674
2,2.2,17.5,120,0.0039688
2,2.2,17.5,180,0.0039398
2,2.2,17.5,240,0.0035109
2,2.2,17.5,300,0.0031648
2,2.2,22.5,0,0.0029128
2,2.2,22.5,60,0.0032828
2,2.2,22.5,120,0.003841
2,2.2,22.5,180,0.0038552
2,2.2,22.5,240,0.0032543
2,2.2,22.5,300,0.0028875
2,2.2,27.5,0,0.0026143
2,2.2,27.5,60,0.0030106
2,2.2,27.5,120,0.00361
2,2.2,27.5,180,0.0035821
2,2.2,27.5,240,0.0030185
2,2.2,27.5,300,0.0025977
2,2.2,32.5,0,0.0023326
2,2.2,32.5,60,0.0027374
2,2.2,32.5,120,0.0033038
2,2.2,32.5,180,0.0033287
2,2.2,32.5,240,0.0027567
2,2.2,32.5,300,0.0023405
2,2.2,37.5,0,0.0021232
2,2.2,37.5,60,0.0024719
2,2.2,37.5,120,0.002956
2,2.2,37.5,180,0.0030035
2,2.2,37.5,240,0.0024727
2,2.2,37.5,300,0.0021143
2,2.2,42.500004,0,0.0018807
2,2.2,42.500004,60,0.0021665
2,2.2,42.500004,120,0.0026157
2,2.2,42.500004,180,0.0026263
2,2.2,42.500004,240,0.0021831
2,2.2,42.500004,300,0.0018592
2,2.2,47.499996,0,0.0016427
2,2.2,47.499996,60,0.0018955
2,2.2,47.499996,120,0.0023391
2,2.2,47.499996,180,0.0023221
2,2.2,47.499996,240,0.0019316
2,2.2,47.499996,300,0.0016618
2,2.2,52.5,0,0.0014364
2,2.2,52.5,60,0.0016548
2,2.2,52.5,120,0.0019852
2,2.2,52.5,180,0.0019876
2,2.2,52.5,240,0.0016488
2,2.2,52.5,300,0.0014493
2,2.2,57.5,0,0.0012495
2,2.2,57.5,60,0.0014117
2,2.2,57.5,120,0.0016824
2,2.2,57.5,180,0.0017052
2,2.2,57.5,240,0.0014498
2,2.2,57.5,300,0.0012465
2,2.2,62.5,0,0.0010655
2,2.2,62.5,60,0.0012168
2,2.2,62.5,120,0.0014407
2,2.2,62.5,180,0.001436
2,2.2,62.5,240,0.0012072
2,2.2,62.5,300,0.0010755
2,2.2,67.5,0,0.00092589
2,2.2,67.5,60,0.001052
2,2.2,67.5,120,0.0012184
2,2.2,67.5,180,0.001171
2,2.2,67.5,240,0.0010421
2,2.2,67.5,300,0.00094415
2,2.2,72.500008,0,0.00079116
2,2.2,72.500008,60,0.00090659
2,2.2,72.500008,120,0.0010056
2,2.2,72.500008,180,0.0010279
2,2.2,72.500008,240,0.00090468
2,2.2,72.500008,300,0.00078792
2,2.2,77.500008,0,0.00069962
2,2.2,77.500008,60,0.00075788
2,2.2,77.500008,120,0.0008353
2,2.2,77.500008,180,0.00086585
2,2.2,77.500008,240,0.00073509
2,2.2,77.500008,300,0.00066596
2,2.2,82.5,0,0.00058853
2,2.2,82.5,60,0.00066759
2,2.2,82.5,120,0.00070691
2,2.2,82.5,180,0.00072974
2,2.2,82.5,240,0.00061051
2,2.2,82.5,300,0.00057458
2,2.2,87.5,0,0.00050724
2,2.2,87.5,60,0.00052105
2,2.2,87.5,120,0.00060893
2,2.2,87.5,180,0.00060391
2,2.2,87.5,240,0.00052607
2,2.2,87.5,300,0.0005675
2,2.2,92.5,0,0.00038796
2,2.2,92.5,60,0.00039047
2,2.2,92.5,120,0.00048589
2,2.2,92.5,180,0.00046706
2,2.2,92.5,240,0.00043818
2,2.2,92.5,300,0.00043692
2,2.2,97.5,0,0.00038601
2,2.2,97.5,60,0.00042618
2,2.2,97.5,120,0.00043252
2,2.2,97.5,180,0.00042406
2,2.2,97.5,240,0.00038516
2,2.2,97.5,300,0.00036318
2,2.2,102.500008,0,0.0003032
2,2.2,102.500008,60,0.00033479
2,2.2,102.500008,120,0.00036276
2,2.2,102.500008,180,0.000377
2,2.2,102.500008,240,0.00034126
2,2.2,102.500008,300,0.0003221
2,2.2,107.5,0,0.00028045
2,2.2,107.5,60,0.00031536
2,2.2,107.5,120,0.00032146
2,2.2,107.5,180,0.00032356
2,2.2,107.5,240,0.00029323
2,2.2,107.5,300,0.00029285
2,2.2,112.500008,0,0.00026231
2,2.2,112.500008,60,0.00026107
2,2.2,112.500008,120,0.00027902
2,2.2,112.500008,180,0.00027654
2,2.2,112.500008,240,0.00026107
2,2.2,112.500008,300,0.00024389
2,2.2,117.5,0,0.00022335
2,2.2,117.5,60,0.00023431
2,2.2,117.5,120,0.00024246
2,2.2,117.5,180,0.00023965
2,2.2,117.5,240,0.00022923
2,2.2,117.5,300,0.00021721
2,2.2,122.500008,0,0.00019705
2,2.2,122.500008,60,0.00020212
2,2.2,122.500008,120,0.0002183
2,2.2,122.500008,180,0.0002183
2,2.2,122.500008,240,0.00020683
2,2.2,122.500008,300,0.00019729
2,2.2,127.5,0,0.0001765
2,2.2,127.5,60,0.00018115
2,2.2,127.5,120,0.00019134
2,2.2,127.5,180,0.00019247
2,2.2,127.5,240,0.00018092
2,2.2,127.5,300,0.00017571
2,2.2,132.5,0,0.00016609
2,2.2,132.5,60,0.00018157
2,2.2,132.5,120,0.00017026
2,2.2,132.5,180,0.0001796
2,2.2,132.5,240,0.00016751
2,2.2,132.5,300,0.00017092
2,2.2,137.5,0,0.00014862
2,2.2,137.5,60,0.00014774
2,2.2,137.5,120,0.00015345
2,2.2,137.5,180,0.0001629
2,2.2,137.5,240,0.00015895
2,2.2,137.5,300,0.00015466
2,2.2,142.500015,0,0.00013946
2,2.2,142.500015,60,0.00014943
2,2.2,142.500015,120,0.00015045
2,2.2,142.500015,180,0.00014478
2,2.2,142.500015,240,0.00014433
2,2.2,142.500015,300,0.00014444
2,2.2,147.5,0,0.00013438
2,2.2,147.5,60,0.00013644
2,2.2,147.5,120,0.00013559
2,2.2,147.5,180,0.00013668
2,2.2,147.5,240,0.00013305
2,2.2,147.5,300,0.00013523
2,2.2,152.500015,0,0.00013412
2,2.2,152.500015,60,0.00013198
2,2.2,152.500015,120,0.00013586
2,2.2,152.500015,180,0.00013172
2,2.2,152.500015,240,0.00013198
2,2.2,152.500015,300,0.00012838
2,2.2,157.5,0,0.00012535
2,2.2,157.5,60,0.00012256
2,2.2,157.5,120,0.00012318
2,2.2,157.5,180,0.00012442
2,2.2,157.5,240,0.00012999
2,2.2,157.5,300,0.00012504
2,2.2,162.5,0,0.0001118
2,2.2,162.5,60,0.00012134
2,2.2,162.5,120,0.00012611
2,2.2,162.5,180,0.00011504
2,2.2,162.5,240,0.00012725
2,2.2,162.5,300,0.00011981
2,2.2,167.5,0,0.00011859
2,2.2,167.5,60,0.00011522
2,2.2,167.5,120,0.00011678
2,2.2,167.5,180,0.00011859
2,2.2,167.5,240,0.00011807
2,2.2,167.5,300,0.00012558
2,2.2,172.5,0,0.0001205
2,2.2,172.5,60,0.00011458
2,2.2,172.5,120,0.00012176
2,2.2,172.5,180,0.00011373
2,2.2,172.5,240,0.00010358
2,2.2,172.5,300,0.00011669
2,2.2,177.5,0,0.00010916
2,2.2,177.5,60,0.00011418
2,2.2,177.5,120,0.00010791
2,2.2,177.5,180,0.00011418
2,2.2,177.5,240,0.00012171
2,2.2,177.5,300,0.00010665
2,2.3,2.5,0,0.0031833
2,2.3,2.5,60,0.0032046
2,2.3,2.5,120,0.0032937
2,2.3,2.5,180,0.0033226
2,2.3,2.5,240,0.0030904
2,2.3,2.5,300,0.0031431
2,2.3,7.5,0,0.0030365
2,2.3,7.5,60,0.00319
2,2.3,7.5,120,0.0033675
2,2.3,7.5,180,0.0033096
2,2.3,7.5,240,0.0031828
2,2.3,7.5,300,0.0030166
2,2.3,12.500001,0,0.0028606
2,2.3,12.500001,60,0.0030545
2,2.3,12.500001,120,0.0033723
2,2.3,12.500001,180,0.0033236
2,2.3,12.500001,240,0.0030683
2,2.3,12.500001,300,0.0028785
2,2.3,17.5,0,0.002619
2,2.3,17.5,60,0.0029113
2,2.3,17.5,120,0.0032267
2,2.3,17.5,180,0.0032543
2,2.3,17.5,240,0.0029187
2,2.3,17.5,300,0.0026568
2,2.3,22.5,0,0.0024388
2,2.3,22.5,60,0.0027515
2,2.3,22.5,120,0.0031014
2,2.3,22.5,180,0.0031112
2,2.3,22.5,240,0.0027069
2,2.3,22.5,300,0.0024374
2,2.3,27.5,0,0.0021911
2,2.3,27.5,60,0.0025197
2,2.3,27.5,120,0.0029389
2,2.3,27.5,180,0.0029385
2,2.3,27.5,240,0.0025026
2,2.3,27.5,300,0.0022042
2,2.3,32.5,0,0.0019701
2,2.3,32.5,60,0.0022942
2,2.3,32.5,120,0.0026875
2,2.3,32.5,180,0.0026951
2,2.3,32.5,240,0.0022669
2,2.3,32.5,300,0.0019664
2,2.3,37.5,0,0.0017783
2,2.3,37.5,60,0.0020272
2,2.3,37.5,120,0.0024186
2,2.3,37.5,180,0.0024301
2,2.3,37.5,240,0.0020536
2,2.3,37.5,300,0.0017725
2,2.3,42.500004,0,0.0015769
2,2.3,42.500004,60,0.0017893
2,2.3,42.500004,120,0.0021412
2,2.3,42.500004,180,0.002132
2,2.3,42.500004,240,0.0018068
2,2.3,42.500004,300,0.0015591
2,2.3,47.499996,0,0.0013951
2,2.3,47.499996,60,0.00157
2,2.3,47.499996,120,0.0018949
2,2.3,47.499996,180,0.0018634
2,2.3,47.499996,240,0.0016085
2,2.3,47.499996,300,0.0013938
2,2.3,52.5,0,0.0012047
2,2.3,52.5,60,0.00136
2,2.3,52.5,120,0.0016011
2,2.3,52.5,180,0.0016145
2,2.3,52.5,240,0.0013553
2,2.3,52.5,300,0.0012113
2,2.3,57.5,0,0.0010397
2,2.3,57.5,60,0.0011583
2,2.3,57.5,120,0.0013501
2,2.3,57.5,180,0.0013971
2,2.3,57.5,240,0.0011923
2,2.3,57.5,300,0.001065
2,2.3,62.5,0,0.00090611
2,2.3,62.5,60,0.0010193
2,2.3,62.5,120,0.0011735
2,2.3,62.5,180,0.0011707
2,2.3,62.5,240,0.001008
2,2.3,62.5,300,0.00091493
2,2.3,67.5,0,0.00077887
2,2.3,67.5,60,0.00087853
2,2.3,67.5,120,0.00097866
2,2.3,67.5,180,0.00095668
2,2.3,67.5,240,0.00085532
2,2.3,67.5,300,0.00077918
2,2.3,72.500008,0,0.00064693
2,2.3,72.500008,60,0.00072821
2,2.3,72.500008,120,0.00082379
2,2.3,72.500008,180,0.00083867
2,2.3,72.500008,240,0.0007387
2,2.3,72.500008,300,0.00068185
2,2.3,77.500008,0,0.00059087
2,2.3,77.500008,60,0.00063074
2,2.3,77.500008,120,0.00068072
2,2.3,77.500008,180,0.00070868
2,2.3,77.500008,240,0.00062815
2,2.3,77.500008,300,0.00056964
2,2.3,82.5,0,0.00048198
2,2.3,82.5,60,0.00052638
2,2.3,82.5,120,0.00058853
2,2.3,82.5,180,0.00060755
2,2.3,82.5,240,0.00054329
2,2.3,82.5,300,0.00048072
2,2.3,87.5,0,0.0004432
2,2.3,87.5,60,0.0004658
2,2.3,87.5,120,0.00050975
2,2.3,87.5,180,0.00047334
2,2.3,87.5,240,0.00045953
2,2.3,87.5,300,0.00046455
2,2.3,92.5,0,0.00033272
2,2.3,92.5,60,0.00040303
2,2.3,92.5,120,0.00040428
2,2.3,92.5,180,0.00040554
2,2.3,92.5,240,0.00040428
2,2.3,92.5,300,0.00038043
2,2.3,97.5,0,0.00029849
2,2.3,97.5,60,0.00031329
2,2.3,97.5,120,0.00035388
2,2.3,97.5,180,0.00035219
2,2.3,97.5,240,0.00033401
2,2.3,97.5,300,0.00032259
2,2.3,102.500008,0,0.00026954
2,2.3,102.500008,60,0.00029285
2,2.3,102.500008,120,0.00029543
2,2.3,102.500008,180,0.00031641
2,2.3,102.500008,240,0.00028508
2,2.3,102.500008,300,0.00025401
2,2.3,107.5,0,0.00023924
2,2.3,107.5,60,0.00025526
2,2.3,107.5,120,0.00025946
2,2.3,107.5,180,0.00027282
2,2.3,107.5,240,0.00023332
2,2.3,107.5,300,0.00021482
2,2.3,112.500008,0,0.00021573
2,2.3,112.500008,60,0.00021743
2,2.3,112.500008,120,0.00022842
2,2.3,112.500008,180,0.00022656
2,2.3,112.500008,240,0.00022099
2,2.3,112.500008,300,0.00020226
2,2.3,117.5,0,0.00018769
2,2.3,117.5,60,0.00018341
2,2.3,117.5,120,0.00019624
2,2.3,117.5,180,0.0001925
2,2.3,117.5,240,0.00018675
2,2.3,117.5,300,0.00017834
2,2.3,122.500008,0,0.00016433
2,2.3,122.500008,60,0.0001758
2,2.3,122.500008,120,0.0001735
2,2.3,122.500008,180,0.00017568
2,2.3,122.500008,240,0.0001706
2,2.3,122.500008,300,0.00016408
2,2.3,127.5,0,0.00014478
2,2.3,127.5,60,0.00015736
2,2.3,127.5,120,0.00015758
2,2.3,127.5,180,0.0001526
2,2.3,127.5,240,0.0001535
2,2.3,127.5,300,0.00014501
2,2.3,132.5,0,0.00013961
2,2.3,132.5,60,0.00014291
2,2.3,132.5,120,0.00014489
2,2.3,132.5,180,0.00015016
2,2.3,132.5,240,0.00013917
